names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,sex,cluster
Tmtc1,3.8673146,1.1400948,0.00011004043167333461,0.005170717146893177,0.1836734693877551,Female,Kenyon cells
Hsp27,3.7463481,1.1607919,0.00017942746506936772,0.007815769776344728,0.1679035250463822,Female,Kenyon cells
CG42524,3.6237655,2.240917,0.00029034487031556966,0.011956127109042156,0.11873840445269017,Female,Kenyon cells
SKIP,3.6064363,1.114498,0.00031043106804570217,0.01257091125717297,0.18552875695732837,Female,Kenyon cells
CG45002,3.5868893,1.1282166,0.00033464646084106856,0.013506641427787366,0.16419294990723562,Female,Kenyon cells
Hsp70Ab,3.5571175,1.6261033,0.00037494651316307234,0.014886720029135794,0.13543599257884972,Female,Kenyon cells
Sag1,3.5294132,1.0805421,0.00041648222976934247,0.01621885590625724,0.1679035250463822,Female,Kenyon cells
kek2,3.472614,1.0137255,0.0005154161745301152,0.01963252422296117,0.17810760667903525,Female,Kenyon cells
beat-IIa,3.45645,1.0385056,0.0005473407181860926,0.02059088121735922,0.17717996289424862,Female,Kenyon cells
Golgin97,3.378412,1.0948045,0.0007290574826230683,0.02598386449032918,0.15120593692022263,Female,Kenyon cells
RabX1,3.3596544,1.2701504,0.0007804003724320847,0.02773265346814776,0.1391465677179963,Female,Kenyon cells
CG32982,3.2756772,1.0640657,0.0010540899792345511,0.03609073808115153,0.16233766233766234,Female,Kenyon cells
kairos,3.267332,1.5764136,0.0010856627642857133,0.0370676286663265,0.12152133580705009,Female,Kenyon cells
AMPdeam,3.2274861,1.1339134,0.0012488313406855578,0.04121629571493695,0.14842300556586271,Female,Kenyon cells
pdm3,3.2094803,1.8298033,0.001329752172349011,0.04299296877655728,0.1150278293135436,Female,Kenyon cells
dpr1,3.1842945,1.0153683,0.0014510729468074875,0.04660555916099413,0.1614100185528757,Female,Kenyon cells
sqz,3.176626,1.2578284,0.0014899902735598335,0.047543171320473324,0.14007421150278293,Female,Kenyon cells
lncRNA:CR34335,30.324142,1.1784781,5.509835885463621e-202,6.715938960791608e-198,0.9956225680933852,Female,Neuropeptide/cholinergic neurons
numb,13.584612,1.0161508,4.941453561557841e-42,4.302241247273466e-39,0.6279182879377432,Female,Neuropeptide/cholinergic neurons
Cp110,12.531172,1.0854828,5.0412208809346605e-36,3.234075858826978e-33,0.5257782101167315,Female,Neuropeptide/cholinergic neurons
ct,8.921603,1.0310864,4.595869825338645e-19,1.2731603932057443e-16,0.4071011673151751,Female,Neuropeptide/cholinergic neurons
CG18467,8.00473,1.0046256,1.1972870510657577e-15,2.353827720232342e-13,0.33949416342412453,Female,Neuropeptide/cholinergic neurons
Yp3,7.9732947,2.1449094,1.5449919452367978e-15,2.94248544070177e-13,0.1872568093385214,Female,Neuropeptide/cholinergic neurons
apolpp,6.092702,1.0952927,1.1102056803121887e-09,1.0572107060410366e-07,0.2130350194552529,Female,Neuropeptide/cholinergic neurons
ninaE,5.9812584,1.3909843,2.2142024404851437e-09,2.060222408173543e-07,0.17169260700389105,Female,Neuropeptide/cholinergic neurons
Arr2,5.6304283,1.4116989,1.7976248333541287e-08,1.4136289737905467e-06,0.1571011673151751,Female,Neuropeptide/cholinergic neurons
Yp1,5.6054797,2.2919612,2.0767873092419153e-08,1.6226897764326734e-06,0.1259727626459144,Female,Neuropeptide/cholinergic neurons
snRNA:7SKa,7.9626794,2.1783102,1.683534068173073e-15,1.0260298378480793e-11,0.9292452830188679,Female,Olfactory projection neurons
RpL39,7.2229714,1.0631452,5.086378254881895e-13,2.0665954849585143e-09,0.7534562211981567,Female,Optic lobe neurons
UQCR-6.4,6.6203666,1.0570897,3.583097150032046e-11,7.279061860290102e-08,0.6682027649769585,Female,Optic lobe neurons
CG16711,5.7874556,1.0912354,7.1460555596055714e-09,8.71032712160323e-06,0.5414746543778802,Female,Optic lobe neurons
Toll-6,5.027149,1.0739958,4.978245663402314e-07,0.00035694021406594594,0.46774193548387094,Female,Optic lobe neurons
Ubr1,4.5095177,1.0953252,6.497516041955362e-06,0.0031679289214157566,0.3778801843317972,Female,Optic lobe neurons
snRNA:7SKa,8.749716,2.7303638,2.1389036258681424e-18,2.6071096295706786e-14,0.9357142857142857,Female,Optic lobe type 2
CG10077,-4.2551084,-1.2519932,2.0894791571656174e-05,0.02938363389515562,0.4928571428571429,Female,Optic lobe type 2
Syp,-4.4467077,-1.4773201,8.719629430877957e-06,0.015183366161853059,0.38571428571428573,Female,Optic lobe type 2
NaCP60E,-5.6459794,-1.6592348,1.642433673478556e-08,6.673208015343373e-05,0.44285714285714284,Female,Optic lobe type 2
CG6770,7.777831,1.5210608,7.377846464134703e-15,8.99285705513379e-11,0.9512195121951219,Female,Surface glia and fat body
Glut4EF,5.542115,1.2383888,2.9883981376923496e-08,2.309996629988948e-05,0.8292682926829268,Female,Surface glia and fat body
mrva,5.327596,1.4684143,9.952119352825217e-08,5.513926490526662e-05,0.5582655826558266,Female,Surface glia and fat body
stai,4.7031636,1.2761391,2.561608298626976e-06,0.0007805860887991052,0.5989159891598916,Female,Surface glia and fat body
pcs,4.6196513,1.3286132,3.843858666210952e-06,0.0011155426972010785,0.5121951219512195,Female,Surface glia and fat body
shi,4.5284886,1.1518619,5.9407126410409635e-06,0.0016839847995732164,0.6476964769647696,Female,Surface glia and fat body
nkd,4.4758945,1.6569145,7.609201113339503e-06,0.002016272877619461,0.41192411924119243,Female,Surface glia and fat body
LpR1,4.466332,1.0294529,7.957205468433392e-06,0.002063625052228396,0.7317073170731707,Female,Surface glia and fat body
mlt,4.395251,1.5264872,1.106449603672209e-05,0.0026444145527765796,0.42005420054200543,Female,Surface glia and fat body
CG32982,4.3646507,1.2819647,1.2732605107083785e-05,0.002799812369092963,0.5176151761517616,Female,Surface glia and fat body
flw,4.308551,1.0627552,1.6432788018211873e-05,0.0034534353992066295,0.6151761517615176,Female,Surface glia and fat body
InR,4.2754006,1.1283993,1.907939533619419e-05,0.003875979162547849,0.5582655826558266,Female,Surface glia and fat body
rin,4.264563,1.0393267,2.0029379401061787e-05,0.003937711379347454,0.6178861788617886,Female,Surface glia and fat body
cindr,4.213563,1.1171707,2.513734796592989e-05,0.004573121408309245,0.5718157181571816,Female,Surface glia and fat body
ref(2)P,4.2001753,1.426588,2.6670824554764552e-05,0.004711459137652538,0.3875338753387534,Female,Surface glia and fat body
mtgo,4.186788,1.0129558,2.8292997437664302e-05,0.004926619225252717,0.6151761517615176,Female,Surface glia and fat body
Cp110,4.1313252,1.2031009,3.6067771154621116e-05,0.006022329624707902,0.45528455284552843,Female,Surface glia and fat body
Imp,4.058969,1.1898237,4.9289864680572595e-05,0.0078025215661233676,0.46883468834688347,Female,Surface glia and fat body
Desat1,4.0357003,1.0711454,5.443970235437935e-05,0.008396516800618961,0.5338753387533876,Female,Surface glia and fat body
CG32486,4.032831,1.001078,5.5108814837108616e-05,0.008396516800618961,0.5257452574525745,Female,Surface glia and fat body
HDAC4,3.9687626,1.1661847,7.224682314764901e-05,0.01048353008746064,0.4444444444444444,Female,Surface glia and fat body
CG44774,3.9416687,1.4888935,8.091666840806733e-05,0.011336704266964745,0.3685636856368564,Female,Surface glia and fat body
Pdk,3.9308312,1.0061743,8.465267284346989e-05,0.011593611565045557,0.5989159891598916,Female,Surface glia and fat body
Pdcd4,3.9206312,1.0305183,8.831732272910744e-05,0.011961109408278785,0.5203252032520326,Female,Surface glia and fat body
Pdk1,3.8552873,1.1938355,0.00011559375665542846,0.0143772683660512,0.4065040650406504,Female,Surface glia and fat body
Helz,3.8023748,1.3559897,0.00014331569597189164,0.017126225668641054,0.3794037940379404,Female,Surface glia and fat body
AMPdeam,3.744681,1.7585205,0.00018062315376795766,0.020385329826644774,0.3035230352303523,Female,Surface glia and fat body
Thor,3.7092996,1.5185097,0.0002078333400852794,0.02261857662767384,0.35501355013550134,Female,Surface glia and fat body
unc-119,3.6697745,1.216101,0.0002427644423484347,0.025730919893783222,0.3875338753387534,Female,Surface glia and fat body
Eip63E,3.6570246,1.0118722,0.0002551599321385222,0.026582430878943995,0.5040650406504065,Female,Surface glia and fat body
g,3.6493745,1.2503499,0.0002628795722704597,0.027154568698344348,0.3983739837398374,Female,Surface glia and fat body
Usp7,3.595187,1.0523916,0.0003241586872297659,0.03265429949292245,0.4444444444444444,Female,Surface glia and fat body
Rgl,3.567137,1.0406322,0.00036090292107333964,0.03576459922734095,0.4092140921409214,Female,Surface glia and fat body
orion,3.5317557,1.4549332,0.00041281066475423804,0.040253993541515265,0.3333333333333333,Female,Surface glia and fat body
RpL39,11.417778,1.0075067,3.40836724442092e-30,1.3848196114082197e-26,0.756578947368421,Female,Unannotated
Cp110,8.678828,1.0247673,3.998679007737762e-18,4.430899856846871e-15,0.5304276315789473,Female,Unannotated
snRNA:7SKa,7.955892,1.0563649,1.778451316144224e-15,1.1409233206569444e-12,0.912828947368421,Female,Unannotated
CG13739,6.0001755,1.0009252,1.9710417117437197e-09,4.4490791526748516e-07,0.3807565789473684,Female,Unannotated
klg,5.7592616,1.003556,8.448264237758036e-09,1.58424450452358e-06,0.31085526315789475,Female,Unannotated
beat-Ic,5.5964746,1.1441641,2.18754498601533e-08,3.809140833505837e-06,0.26726973684210525,Female,Unannotated
Rgk1,5.49321,1.0648198,3.94693405731841e-08,6.4145572299538795e-06,0.28042763157894735,Female,Unannotated
pyd,5.4410515,1.078591,5.296700789564275e-08,7.970553817777648e-06,0.2730263157894737,Female,Unannotated
Yp3,5.401739,1.729994,6.599796329672308e-08,9.46410793675009e-06,0.17763157894736842,Female,Unannotated
apolpp,4.664379,1.1176938,3.0954990826673587e-06,0.0003170675488960709,0.20394736842105263,Female,Unannotated
Prp4k,4.478392,1.1312423,7.520733739905934e-06,0.0006790386930052846,0.20559210526315788,Female,Unannotated
CG18598,4.252788,1.0412,2.111254757690922e-05,0.001704243989502957,0.24259868421052633,Female,Unannotated
trn,3.664982,1.1467817,0.0002473557931737666,0.014495287322091547,0.16365131578947367,Female,Unannotated
lncRNA:alphagamma-element:CR32865,3.5585892,1.6015947,0.0003728522678902922,0.020471604924841316,0.12006578947368421,Female,Unannotated
RabX1,3.5475981,1.0555019,0.000388760761768978,0.021154486273223538,0.15542763157894737,Female,Unannotated
Golgin97,3.4409559,1.0149238,0.0005796627942678979,0.02901339604513334,0.15625,Female,Unannotated
Yp1,3.3383558,1.4683281,0.0008427577114155626,0.03845598472877275,0.109375,Female,Unannotated
RpL22,-3.6991177,-1.1201776,0.00021635028279819477,0.012990608852350718,0.11842105263157894,Female,Unannotated
lncRNA:CR34335,15.490753,1.0445238,4.0056812634532114e-54,2.4412624460115595e-50,1.0,Female,"Unannotated (Eaat1-high, repo-negative)"
Mnn1,10.6460285,1.0120717,1.8196342485629518e-26,5.544880463933454e-23,0.8990318118948825,Female,"Unannotated (Eaat1-high, repo-negative)"
Liprin-gamma,10.159644,1.2115107,3.0016956096349533e-24,5.305876219189973e-21,0.7856154910096819,Female,"Unannotated (Eaat1-high, repo-negative)"
UQCR-6.4,9.517906,1.0374128,1.7670298766205806e-21,2.692290895766032e-18,0.8146611341632088,Female,"Unannotated (Eaat1-high, repo-negative)"
unc-119,8.907256,1.1771803,5.23109526286014e-19,4.25078801060015e-16,0.6957123098201936,Female,"Unannotated (Eaat1-high, repo-negative)"
Cp110,8.829149,1.022284,1.0547507003205708e-18,7.562562521298493e-16,0.7856154910096819,Female,"Unannotated (Eaat1-high, repo-negative)"
CG15431,8.782388,1.0979052,1.6003993813671566e-18,1.083737114415793e-15,0.7219917012448133,Female,"Unannotated (Eaat1-high, repo-negative)"
Wdr62,8.016471,1.0544558,1.08827019885556e-15,5.767358892978444e-13,0.6957123098201936,Female,"Unannotated (Eaat1-high, repo-negative)"
lqf,7.960495,1.0328183,1.7135237309080746e-15,8.702558648349384e-13,0.6998616874135546,Female,"Unannotated (Eaat1-high, repo-negative)"
capu,7.4332914,1.1272789,1.059279821672267e-13,3.9125944685949284e-11,0.5878284923928078,Female,"Unannotated (Eaat1-high, repo-negative)"
dpr9,7.332794,1.0582527,2.254031823039382e-13,7.849826826007723e-11,0.6431535269709544,Female,"Unannotated (Eaat1-high, repo-negative)"
CG12991,6.9344206,1.038522,4.078896075312086e-12,1.1837539109995003e-09,0.5698478561549101,Female,"Unannotated (Eaat1-high, repo-negative)"
CG13954,6.514518,1.0065498,7.29234545164518e-11,1.559410503686019e-08,0.5712309820193637,Female,"Unannotated (Eaat1-high, repo-negative)"
ssp3,6.33953,1.0795786,2.3046735354594455e-10,4.530913826405674e-08,0.47994467496542187,Female,"Unannotated (Eaat1-high, repo-negative)"
SPR,6.197869,1.0742457,5.723284775925482e-10,1.0110306975906623e-07,0.5089903181189488,Female,"Unannotated (Eaat1-high, repo-negative)"
Dmtn,5.985334,1.1517336,2.159463395358806e-09,3.3745768366703185e-07,0.4315352697095436,Female,"Unannotated (Eaat1-high, repo-negative)"
numb,5.879669,1.1978319,4.1108677320025496e-09,6.110654486021839e-07,0.41217150760719223,Female,"Unannotated (Eaat1-high, repo-negative)"
CG9705,5.0529537,1.0308095,4.3502894365374403e-07,4.2083871382503856e-05,0.38865836791147995,Female,"Unannotated (Eaat1-high, repo-negative)"
Eip78C,4.8998394,1.1549395,9.591507574081494e-07,8.418231218075812e-05,0.3457814661134163,Female,"Unannotated (Eaat1-high, repo-negative)"
CG3744,4.813206,1.0330633,1.4852774476815035e-06,0.00012496318996638829,0.3706777316735823,Female,"Unannotated (Eaat1-high, repo-negative)"
Yp3,4.5605416,2.134877,5.102188044578899e-06,0.00036582688279630706,0.19363762102351315,Female,"Unannotated (Eaat1-high, repo-negative)"
GluRIA,4.437912,1.0656871,9.08357292434563e-06,0.0006185456445522284,0.334716459197787,Female,"Unannotated (Eaat1-high, repo-negative)"
Rok,4.3930454,1.1441767,1.1177372973239289e-05,0.0007364378333557497,0.28769017980636236,Female,"Unannotated (Eaat1-high, repo-negative)"
Rgk1,3.9980304,1.0229818,6.387172335305585e-05,0.0034755912319214184,0.28769017980636236,Female,"Unannotated (Eaat1-high, repo-negative)"
CG46339,3.798413,1.0703024,0.00014562543537442643,0.007274706687618376,0.26556016597510373,Female,"Unannotated (Eaat1-high, repo-negative)"
Sag1,3.2452028,1.0741649,0.0011736704080481796,0.044290614872133933,0.22130013831258644,Female,"Unannotated (Eaat1-high, repo-negative)"
RNaseMRP:RNA,-3.2784436,-1.0636458,0.0010438123300096846,0.04051919901429314,0.17427385892116182,Female,"Unannotated (Eaat1-high, repo-negative)"
RpL39,9.408945,1.3175448,5.0114244382186424e-21,1.5271063119361758e-17,0.774390243902439,Female,Unannotated (antennal/optic lobe mix)
Hex-A,8.511137,1.229694,1.7223578987408576e-17,4.198764085550463e-14,0.7784552845528455,Female,Unannotated (antennal/optic lobe mix)
fkh,8.377711,1.2108186,5.396670727786449e-17,9.397145642998432e-14,0.7560975609756098,Female,Unannotated (antennal/optic lobe mix)
snRNA:7SKa,8.345427,1.6362178,7.095743152895229e-17,1.0811251661329993e-13,0.9552845528455285,Female,Unannotated (antennal/optic lobe mix)
sif,8.283247,1.0048628,1.1986102118206027e-16,1.6233177635423698e-13,0.8434959349593496,Female,Unannotated (antennal/optic lobe mix)
Cbp53E,8.244684,1.2086743,1.655964917556808e-16,2.0184556380099933e-13,0.7459349593495935,Female,Unannotated (antennal/optic lobe mix)
Cp110,8.154505,1.3975028,3.506123299658919e-16,3.885103354503869e-13,0.6280487804878049,Female,Unannotated (antennal/optic lobe mix)
Liprin-gamma,7.9588013,1.007666,1.7371427741328829e-15,1.7645027728254758e-12,0.7764227642276422,Female,Unannotated (antennal/optic lobe mix)
CG17124,7.8080373,1.4113297,5.808547597385598e-15,4.772541919239454e-12,0.5772357723577236,Female,Unannotated (antennal/optic lobe mix)
numb,7.806642,1.3802389,5.873174894461549e-15,4.772541919239454e-12,0.573170731707317,Female,Unannotated (antennal/optic lobe mix)
stai,7.681487,1.0022925,1.5725231644063956e-14,1.1979678031843473e-11,0.8434959349593496,Female,Unannotated (antennal/optic lobe mix)
UQCR-6.4,7.578254,1.2005826,3.502357738464784e-14,2.371679915230403e-11,0.6747967479674797,Female,Unannotated (antennal/optic lobe mix)
unc-119,7.4809003,1.2813519,7.381515127998154e-14,4.735436205008921e-11,0.6260162601626016,Female,Unannotated (antennal/optic lobe mix)
Dhit,7.248626,1.0214351,4.2101999249568814e-13,2.4437203278714015e-10,0.7703252032520326,Female,Unannotated (antennal/optic lobe mix)
nAChRalpha6,7.026516,1.5956879,2.1175435748133245e-12,1.1732153924272552e-09,0.4613821138211382,Female,Unannotated (antennal/optic lobe mix)
CG15431,6.664005,1.1167817,2.664645013847769e-11,1.2991743229516184e-08,0.6138211382113821,Female,Unannotated (antennal/optic lobe mix)
Toll-6,6.480458,1.8881916,9.144486460743623e-11,4.1282276100001485e-08,0.34959349593495936,Female,Unannotated (antennal/optic lobe mix)
glec,6.3818083,1.0701346,1.750089138751291e-10,6.881237584593382e-08,0.6260162601626016,Female,Unannotated (antennal/optic lobe mix)
CG42613,6.36447,1.0250589,1.959652298944704e-10,7.464438084949062e-08,0.6788617886178862,Female,Unannotated (antennal/optic lobe mix)
da,6.014116,1.2156497,1.8087125666959084e-09,6.123999298737897e-07,0.44308943089430897,Female,Unannotated (antennal/optic lobe mix)
ssp3,5.9275236,1.3226714,3.0753710414356997e-09,9.371424406014936e-07,0.40853658536585363,Female,Unannotated (antennal/optic lobe mix)
gro,5.9075947,1.092033,3.4713921969097693e-09,1.0320194997105653e-06,0.5,Female,Unannotated (antennal/optic lobe mix)
emb,5.5453825,1.1249865,2.9331241636076944e-08,7.296296006166161e-06,0.4268292682926829,Female,Unannotated (antennal/optic lobe mix)
CG16711,5.5099087,1.0229869,3.590202019948948e-08,8.580582827677986e-06,0.5060975609756098,Female,Unannotated (antennal/optic lobe mix)
Fas2,5.409466,1.1199291,6.321306326926327e-08,1.4537811852623583e-05,0.4369918699186992,Female,Unannotated (antennal/optic lobe mix)
Usp7,5.327059,1.0848621,9.981591774839124e-08,2.1344845990090187e-05,0.44715447154471544,Female,Unannotated (antennal/optic lobe mix)
CG42524,5.27335,1.0814724,1.3395599135797124e-07,2.767439963834426e-05,0.4247967479674797,Female,Unannotated (antennal/optic lobe mix)
mbl,5.21137,1.3923719,1.8745113096374688e-07,3.74564235297887e-05,0.3617886178861789,Female,Unannotated (antennal/optic lobe mix)
Polr2A,5.036691,1.0827234,4.7364810580254806e-07,8.178075535050134e-05,0.3821138211382114,Female,Unannotated (antennal/optic lobe mix)
Ubr1,5.035595,1.1234583,4.7636669373087163e-07,8.178075535050134e-05,0.3699186991869919,Female,Unannotated (antennal/optic lobe mix)
dsd,4.96106,1.1697975,7.010950624721586e-07,0.0001154817258982857,0.3617886178861789,Female,Unannotated (antennal/optic lobe mix)
alpha-Cat,4.9398355,1.0287025,7.818849156626343e-07,0.00012707193649349132,0.4166666666666667,Female,Unannotated (antennal/optic lobe mix)
Dop2R,4.786979,1.1030097,1.693105074411687e-06,0.00025478095990128457,0.4105691056910569,Female,Unannotated (antennal/optic lobe mix)
CG3744,4.7799044,1.477098,1.7537874552543153e-06,0.00026069408892798597,0.2845528455284553,Female,Unannotated (antennal/optic lobe mix)
CG31650,4.531587,1.2839909,5.854218106000401e-06,0.0007672802633767622,0.29878048780487804,Female,Unannotated (antennal/optic lobe mix)
CG13739,4.4651237,1.6480842,8.002259485540503e-06,0.0009657380284084474,0.24796747967479674,Female,Unannotated (antennal/optic lobe mix)
Dp,4.455657,1.0606319,8.3636616728081e-06,0.0009943619198048421,0.3434959349593496,Female,Unannotated (antennal/optic lobe mix)
Yp3,4.3984604,2.5640476,1.090214693769032e-05,0.0012695824839732384,0.18902439024390244,Female,Unannotated (antennal/optic lobe mix)
Pat1,4.3947735,1.1142242,1.1088826266087154e-05,0.0012695824839732384,0.3252032520325203,Female,Unannotated (antennal/optic lobe mix)
eys,4.364382,1.6098964,1.2748283707617526e-05,0.0014268856948008181,0.2459349593495935,Female,Unannotated (antennal/optic lobe mix)
tth,4.3641825,1.1159817,1.275990981485677e-05,0.0014268856948008181,0.30284552845528456,Female,Unannotated (antennal/optic lobe mix)
AMPdeam,4.3599973,1.2556881,1.3006407784524627e-05,0.0014412282225960968,0.2804878048780488,Female,Unannotated (antennal/optic lobe mix)
Prp4k,4.2713127,1.1186714,1.9432579932092013e-05,0.0019257212747338989,0.30284552845528456,Female,Unannotated (antennal/optic lobe mix)
VGlut1,4.1819305,1.2545549,2.8904446101185546e-05,0.0027961610597408777,0.3150406504065041,Female,Unannotated (antennal/optic lobe mix)
GluRIA,4.1194525,1.0938253,3.797736164451142e-05,0.0035336340540835856,0.32113821138211385,Female,Unannotated (antennal/optic lobe mix)
mspo,4.1014166,1.2017963,4.1062836477916935e-05,0.0037917796502221933,0.2845528455284553,Female,Unannotated (antennal/optic lobe mix)
Ucp4A,4.0629535,1.5781198,4.8455696801193835e-05,0.004279902089201099,0.22764227642276422,Female,Unannotated (antennal/optic lobe mix)
CG17931,3.8944526,1.225612,9.842074298883518e-05,0.007739680234134916,0.25203252032520324,Female,Unannotated (antennal/optic lobe mix)
Rip11,3.8477187,1.0323668,0.00011922280978002823,0.009138099249518375,0.2703252032520325,Female,Unannotated (antennal/optic lobe mix)
luna,3.7192755,1.7977575,0.00019979507597005008,0.014393268772636062,0.19715447154471544,Female,Unannotated (antennal/optic lobe mix)
Pgant2,3.70672,1.0484654,0.00020996077402381109,0.014624067854721333,0.27235772357723576,Female,Unannotated (antennal/optic lobe mix)
CG9705,3.6752322,1.015282,0.00023763332264462505,0.015914904229205138,0.2926829268292683,Female,Unannotated (antennal/optic lobe mix)
lncRNA:let7C,3.61674,1.8457798,0.0002983366608020637,0.0192403468704569,0.18699186991869918,Female,Unannotated (antennal/optic lobe mix)
apolpp,3.5550594,1.5439576,0.00037789377655821034,0.023263369911454675,0.19308943089430894,Female,Unannotated (antennal/optic lobe mix)
Rok,3.509023,1.3609807,0.0004497559383963704,0.02658285078499268,0.21341463414634146,Female,Unannotated (antennal/optic lobe mix)
bsd,3.4262176,1.0234548,0.0006120501283638435,0.03330481702958432,0.2459349593495935,Female,Unannotated (antennal/optic lobe mix)
Dscam4,3.3781881,1.0697637,0.0007296511273441771,0.038170461764799025,0.24796747967479674,Female,Unannotated (antennal/optic lobe mix)
beat-Ic,3.3603516,1.2556512,0.0007784331793478254,0.0402047543350451,0.22154471544715448,Female,Unannotated (antennal/optic lobe mix)
lncRNA:noe,20.920969,1.014605,3.4503175815548054e-97,4.205592100157152e-93,1.0,Female,Unannotated (mixed identity; excluded)
nrv3,13.892928,1.2780434,6.991710311710174e-44,2.969386106772721e-40,0.939297124600639,Female,Unannotated (mixed identity; excluded)
stai,13.889756,1.6330118,7.308358618687474e-44,2.969386106772721e-40,0.7667731629392971,Female,Unannotated (mixed identity; excluded)
sif,13.009424,1.5938768,1.0815404249850163e-38,3.295724060035591e-35,0.7188498402555911,Female,Unannotated (mixed identity; excluded)
Mnn1,12.779252,1.4875029,2.141188770008668e-37,5.219789983527131e-34,0.7752928647497338,Female,Unannotated (mixed identity; excluded)
CG31221,12.23948,1.6173838,1.912543667621072e-34,3.330284966376178e-31,0.805111821086262,Female,Unannotated (mixed identity; excluded)
futsch,11.783192,1.319143,4.765402875815416e-32,6.453943961479346e-29,0.8168264110756124,Female,Unannotated (mixed identity; excluded)
Liprin-gamma,11.432552,1.3759547,2.875313591747618e-30,2.695938259216286e-27,0.7071352502662407,Female,Unannotated (mixed identity; excluded)
fne,11.27462,1.2522738,1.751329903534852e-29,1.5247828710133078e-26,0.838125665601704,Female,Unannotated (mixed identity; excluded)
unc-119,11.243339,1.5575604,2.4975405814394104e-29,2.0295014764776648e-26,0.5708200212992546,Female,Unannotated (mixed identity; excluded)
shi,11.210411,1.3004171,3.62505320262629e-29,2.59916314628305e-26,0.8157614483493077,Female,Unannotated (mixed identity; excluded)
Dsp1,11.11195,1.2740848,1.0973712166850131e-28,7.431032088985348e-26,0.744408945686901,Female,Unannotated (mixed identity; excluded)
Dhit,10.988631,1.350119,4.334477549091286e-28,2.6416473422936843e-25,0.7145899893503728,Female,Unannotated (mixed identity; excluded)
sbb,10.78432,1.2606713,4.082528238909024e-27,2.261906213821004e-24,0.7838125665601704,Female,Unannotated (mixed identity; excluded)
egh,10.643935,1.4234154,1.860990260851166e-26,9.073444115805945e-24,0.5963791267305645,Female,Unannotated (mixed identity; excluded)
CG7646,10.631728,1.3558263,2.121442348028507e-26,9.945484915430566e-24,0.650692225772098,Female,Unannotated (mixed identity; excluded)
Cbp53E,10.601812,1.4316546,2.9226095613423043e-26,1.319395849748198e-23,0.6730564430244942,Female,Unannotated (mixed identity; excluded)
nSyb,10.470343,1.1720161,1.1821422829797659e-25,5.146118674014416e-23,0.8541001064962727,Female,Unannotated (mixed identity; excluded)
numb,10.450787,1.6753106,1.4531443835369274e-25,6.107716169286761e-23,0.4696485623003195,Female,Unannotated (mixed identity; excluded)
Rbp6,10.368588,1.1105589,3.44577362773531e-25,1.4000178249488564e-22,0.8817891373801917,Female,Unannotated (mixed identity; excluded)
Rdh,10.259365,1.383765,1.0741073934464668e-24,4.2233209737803175e-22,0.5878594249201278,Female,Unannotated (mixed identity; excluded)
Ih,10.241095,1.1606445,1.297604813972764e-24,4.942657836723132e-22,0.805111821086262,Female,Unannotated (mixed identity; excluded)
snRNA:7SKa,10.2066,1.5038567,1.85241572281047e-24,6.84215007434449e-22,0.8828541001064962,Female,Unannotated (mixed identity; excluded)
brp,10.193349,1.2838988,2.12321074321176e-24,7.61171051441416e-22,0.7039403620873269,Female,Unannotated (mixed identity; excluded)
Cp110,10.046822,1.4708861,9.487868123508661e-24,3.043358540985449e-21,0.5101171458998935,Female,Unannotated (mixed identity; excluded)
nAChRalpha6,9.993454,1.2835006,1.6280725441536967e-23,4.961144060172352e-21,0.744408945686901,Female,Unannotated (mixed identity; excluded)
IA-2,9.969843,1.0565884,2.0655549426350506e-23,6.140743706287471e-21,0.9126730564430245,Female,Unannotated (mixed identity; excluded)
Snap25,9.888849,1.1019824,4.65347885762603e-23,1.3505060427524686e-20,0.8285410010649628,Female,Unannotated (mixed identity; excluded)
RhoGAP93B,9.878288,1.4721775,5.170877965220641e-23,1.4657635236761487e-20,0.5005324813631523,Female,Unannotated (mixed identity; excluded)
lqf,9.65952,1.3737329,4.479578921976988e-22,1.1617359038293088e-19,0.5143769968051118,Female,Unannotated (mixed identity; excluded)
CG6329,9.513755,1.1602846,1.8390167624930146e-21,4.669953191255699e-19,0.820021299254526,Female,Unannotated (mixed identity; excluded)
CASK,9.506728,1.1977943,1.967542286609292e-21,4.894361822751155e-19,0.6656017039403621,Female,Unannotated (mixed identity; excluded)
Pits,9.430432,1.1615138,4.0840316690148124e-21,9.760835688945402e-19,0.7188498402555911,Female,Unannotated (mixed identity; excluded)
Hex-A,9.355181,1.0660766,8.34571805030609e-21,1.9193576851920928e-18,0.7678381256656017,Female,Unannotated (mixed identity; excluded)
tow,9.316149,1.3458014,1.2063949271597635e-20,2.723101438361177e-18,0.49627263045793396,Female,Unannotated (mixed identity; excluded)
mbl,9.28555,1.2993612,1.6087337174168148e-20,3.565246414835192e-18,0.5963791267305645,Female,Unannotated (mixed identity; excluded)
Drep2,9.251298,1.4051297,2.217833263647658e-20,4.8273517233216605e-18,0.4792332268370607,Female,Unannotated (mixed identity; excluded)
CG2269,9.105533,1.1996117,8.584406672477033e-20,1.709659291813824e-17,0.678381256656017,Female,Unannotated (mixed identity; excluded)
capu,9.077063,1.5288256,1.1154464819312195e-19,2.158123360041212e-17,0.42705005324813633,Female,Unannotated (mixed identity; excluded)
