Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
KEGG_2019,Phototransduction,2/38,0.0001566711600064,0.0003133423200129,0.0004709822769285,0.0009419645538571,-12.597836955176104,110.3742033226532,ninaE;Arr2
GO_Biological_Process_2018,rhodopsin mediated signaling pathway (GO:0016056),2/14,2.04105885189e-05,0.0025105023878357,8.05953505317e-05,0.0099132281153998,-3.170164288340501,34.23605211193873,ninaE;Arr2
GO_Biological_Process_2018,negative regulation of signal transduction (GO:0009968),3/146,4.40460386889e-05,0.0027088313793725,0.0002189382163907,0.0134647003080338,-1.0760221128499072,10.792797845629364,ct;Arr2;numb
GO_Biological_Process_2018,negative regulation of Notch signaling pathway (GO:0045746),2/53,0.0003058757626928,0.0088632562263512,0.0009810286717326,0.0280498924861178,-1.8550913935518172,15.012014598678473,ct;numb
GO_Biological_Process_2018,Malpighian tubule development (GO:0072002),2/61,0.0004053405224592,0.0088632562263512,0.0012858329717127,0.0280498924861178,-1.1096655309923822,8.667356718350932,ct;numb
GO_Biological_Process_2018,sensory perception of sound (GO:0007605),2/63,0.000432353962261,0.0088632562263512,0.0013682874383472,0.0280498924861178,-1.4857275498461615,11.50884072756332,ct;Arr2
GO_Biological_Process_2018,regulation of multicellular organismal development (GO:2000026),2/48,0.0002507172723073,0.0088632562263512,0.0008109828471419,0.0280498924861178,-1.923903858845175,15.951442159566149,Yp3;numb
GO_Biological_Process_2018,sensory perception of mechanical stimulus (GO:0050954),2/72,0.0005644886685139,0.0099188723181742,0.0017700307738491,0.0311019693119208,-1.5441537733093444,11.549637504361444,ct;Arr2
GO_Biological_Process_2018,peripheral nervous system development (GO:0007422),2/79,0.0006791644875019,0.010442153995343,0.0021169540773556,0.032548168939343,-1.3961291100170214,10.184269317336994,ct;numb
KEGG_2019,Notch signaling pathway,1/22,0.0109481607919839,0.0109481607919839,0.021820855178672,0.021820855178672,-6.691353342340473,30.208675406295416,numb
