gene,sex_effect,treatment_effect,interaction,interaction_p,treatment_p,interaction_padj,treatment_padj
CG31467,0.19747385382652288,-0.23297712206840526,0.2526807188987731,0.17319824122404037,0.037934911951357515,0.7500783219124875,0.47473694388317683
Dtymk,0.28314822912216214,-0.051397621631622536,-0.4922860860824587,0.17333480771922294,0.7471136213804986,0.7500783219124875,0.8806419187621874
Pgant5,0.05099582672119167,-0.028168916702270952,0.4326977729797359,0.17342887758172248,0.8400076202678236,0.7500783219124875,0.928576569060804
Nedd4,-0.05902123451232892,0.2114558219909668,0.3466544151306148,0.1735764281087651,0.11385862979716262,0.7500783219124875,0.5188827073212923
Stoml2,0.40319395065307684,-0.2860321998596205,-0.37201166152954146,0.17363087917215703,0.06382858081733866,0.7500783219124875,0.5004646397583623
nopo,0.07496085762977613,-0.06246122717857372,-0.20632141828536998,0.1738577330670064,0.37376934943890217,0.7500783219124875,0.6649584582880279
Ugt35C1,-0.3735891282558441,0.2308749258518219,-0.7376833558082581,0.1738596673389704,0.359500826900134,0.7500783219124875,0.6569323254452802
CG34253,0.04330017417669299,0.2832898572087288,0.7404786497354506,0.17393700369045614,0.2749313783865564,0.7500783219124875,0.5929607901534245
Capr,0.1398562192916876,0.039144635200499156,0.24711346626281694,0.17397023092665848,0.6284567395670753,0.7500783219124875,0.8124374716896143
CG6610,-0.30420422554016113,0.1595996618270874,0.47335553169250466,0.17403580740074973,0.32789910509713693,0.7500783219124875,0.6353129671335661
CG14823,1.0812586843967442,0.12917682528495755,0.5686662793159484,0.1741641504143764,0.4950165531582566,0.7500783219124875,0.7383169787084797
asRNA:CR44370,0.6880728602409365,0.11554947495460482,0.5872171521186828,0.17419281674916687,0.551404063301064,0.7500783219124875,0.7725896724112659
lncRNA:CR45457,0.2519544549286366,0.23131358250975598,0.3953957930207252,0.1743041589144327,0.12574808491299064,0.7500783219124875,0.5191720630915562
CG11248,0.19726872444152876,0.03353929519653276,0.3844065666198726,0.17443414205756833,0.7877963042187164,0.7500783219124875,0.902245200578096
Heatr5,0.020459413528442515,0.013133525848388672,0.34486198425292924,0.17443580159279942,0.9060932458284763,0.7500783219124875,0.9611278369278193
asRNA:CR43959,0.35481253266334556,-0.3029974997043612,-0.30331677198410056,0.17445593107180654,0.030077255686773264,0.7500783219124875,0.466894648521594
CG5961,0.40434026718139693,-0.25692534446716353,-0.38423538208007857,0.1744578572380049,0.09208753473833821,0.7500783219124875,0.5092464237261379
Rab5,-0.08795046806335406,0.16249728202819824,0.260104656219482,0.1745078880801973,0.10841639848995259,0.7500783219124875,0.5179404659939423
shf,-0.09003960341215131,0.1671124324202537,-0.2502342015504836,0.17450937339808423,0.09240764434643263,0.7500783219124875,0.5092989055269369
CG17450,0.28755318745970737,-0.07660214975476273,0.4431714490056036,0.1746829909251466,0.5993274714609393,0.7500783219124875,0.7956253838567587
CG42493,0.03879686444997789,0.048087410628795624,0.21343068778514857,0.17472965692413098,0.4989973174758476,0.7500783219124875,0.7414531781572206
gus,0.11798226833343546,0.07019579410552979,0.3565924167633052,0.17491013559238477,0.5520596471041871,0.7500783219124875,0.7728675040015037
asRNA:CR45469,-0.2431679368019103,0.271470785140991,1.0566790103912351,0.17514247122318566,0.44536165801186633,0.7500783219124875,0.7061517011029645
TyrRS,0.3243311643600469,-0.17800009250640914,-0.45710587501525923,0.1751468213499209,0.26917160672646473,0.7500783219124875,0.588355530412725
eIF4A,0.34221506118774514,0.0288829803466788,0.434464454650878,0.17522846480803195,0.8375356972817827,0.7500783219124875,0.9275964927957283
lncRNA:CR46124,-0.33071996271610266,0.09634433686733246,0.5318131744861603,0.17535929934555605,0.5832962488729895,0.7500783219124875,0.7887860467296431
CG2260,0.39129197597503695,-0.20501017570495672,-0.4022295475006106,0.17540092506641997,0.16895970003080246,0.7500783219124875,0.5357984884072186
CG42709,-0.009386062622069938,-0.006870508193970171,-0.3869752883911137,0.17540280729572222,0.9562334791575748,0.7500783219124875,0.9820699056455287
lt,-0.06197869777679385,-0.00160181522369518,0.22802424430847124,0.1754199288545439,0.9826736953650367,0.7500783219124875,0.993350335127501
DIP-delta,-0.31417417526245084,0.1092689037322998,0.20623254776000932,0.1755422464310794,0.15647465801400898,0.7500783219124875,0.533261806796814
Polr3A,-0.03089773654937726,0.14078390598297097,0.2221884727478025,0.17560837683014102,0.10568519113285685,0.7500783219124875,0.5170141164936569
AstA-R1,-0.3136886358261105,0.08375871181487948,0.5776393413543697,0.17561943730250404,0.6584964743560597,0.7500783219124875,0.8295872596224552
OstDelta,0.5015862584114077,-0.21657890081405706,-0.5663746595382693,0.1758510481316527,0.2774422918811534,0.7500783219124875,0.5939050981583625
lncRNA:CR45919,-0.020904302597045447,0.1758251190185538,0.27216958999633745,0.17593513149280168,0.10117071767843118,0.7500783219124875,0.5139711072989908
hpRNA:CR18854,0.37621581554412875,-0.28684890270233154,-0.21908211708068892,0.17594214955526172,0.012648479358767324,0.7500783219124875,0.4536371290401587
Agxt,0.0487965345382691,0.2953191399574279,-0.29127755761146534,0.1760498488614113,0.029148136343150395,0.7500783219124875,0.4653567407263072
qvr,0.040612697601319414,-0.22414350509643644,-0.15969371795654386,0.17606781265630042,0.009973948137880224,0.7500783219124875,0.4348477362435225
Egfr,0.003589689731598039,0.30853855609893777,-0.7056248188018798,0.17617646791254457,0.22463086960822387,0.7500783219124875,0.5644328187369148
CPT2,0.036333240568637876,-0.028581432998180417,0.17970274388790122,0.17625368932992524,0.6293546223174376,0.7500783219124875,0.8130389587458016
TfIIEbeta,0.3388360738754277,-0.3025494813919072,-0.3650133609771733,0.17631592362876047,0.05304363463210297,0.7500783219124875,0.49656454088223223
Tsen2,-0.06861487030982957,0.40802362561225847,0.8810959458351133,0.1765328492845613,0.20359941457832967,0.7500783219124875,0.5509005371819559
conu,-0.08384895324706979,-0.02399110794067516,0.5783414840698238,0.17662158532635883,0.8984253847252767,0.7500783219124875,0.9579602110817457
CG11357,0.08266437053680427,-0.05190694332122803,0.3351151943206787,0.17680354288953345,0.6385902603005634,0.7500783219124875,0.8177749626661753
Gagr,0.12478958070278173,0.055074855685234014,-0.2442139387130737,0.1769509225512018,0.5012536675276127,0.7500783219124875,0.742876174652136
wun,-0.2764570713043208,0.16699266433715687,0.43800115585327104,0.17708135999115074,0.28014865408904993,0.7500783219124875,0.595466388254875
lncRNA:CR45473,0.13326913118362443,-0.15777772665023826,0.49524581432342485,0.17709568208119822,0.35597130162533347,0.7500783219124875,0.6548324169860952
loqs,0.0983041524887088,-0.028439640998840776,0.519069910049438,0.17724601349902322,0.866464458054144,0.7500783219124875,0.9427129411219953
AIMP1,0.3481110334396367,-0.17075788974762007,-0.4850866794586186,0.1772502966174069,0.31365057735496876,0.7500783219124875,0.6244113305355065
RhoGAP100F,-0.08750915527343692,0.03313112258911044,0.2753620147705069,0.17731473190929592,0.7140057721550301,0.7500783219124875,0.8640199175679595
Vps26,0.12200784683227597,-0.04402399063110485,-0.17667770385742232,0.17734437103336947,0.4608586922575115,0.7500783219124875,0.714690975852856
asRNA:CR44165,-0.31928785890340805,0.14302336424589157,0.7258159369230268,0.17748596233405878,0.5545408092117862,0.7500783219124875,0.77383724148547
drn,-0.3056910037994379,0.2443239688873282,0.46167421340942294,0.1775205009280704,0.1587090176574774,0.7500783219124875,0.533329857489812
Icmt,0.2790849804878237,-0.19229727983474754,-0.40298449993133567,0.17752433728163844,0.19382775892992254,0.7500783219124875,0.5491104765343631
TTLL6A,0.07491804286837583,-0.36410663649439823,0.719870530068874,0.17762812079401757,0.17371773917699437,0.7500783219124875,0.5405851325328034
Rad17,0.08495330810546896,-0.06933796405792281,0.4384763240814207,0.1776712659651073,0.63263898285772,0.7500783219124875,0.8148055127221852
CG13373,-0.019977960735559443,-0.15002202615141874,0.5031348094344137,0.17784044621788292,0.38532306925282245,0.7500783219124875,0.6708975457217046
SpdS,-0.08912658691406207,0.1411805152893062,0.2969918251037593,0.1779142359022673,0.19559770906958795,0.7500783219124875,0.5496506196551788
Wdfy2,0.39395391941070623,-0.17881047725677623,-0.35998845100402876,0.17794056285293855,0.1802023406535119,0.7500783219124875,0.542727134888274
CG3014,0.17063046991825112,-0.17744411528110504,-0.4761435687541962,0.17805752071413625,0.2907537267222502,0.7500783219124875,0.6056778474859199
CG6293,-0.16781222820281977,0.2659584283828734,0.36795246601104725,0.17809216907038034,0.07777210594082057,0.7500783219124875,0.5044904445197332
CG8500,0.16148149967193648,-0.02380001544952437,0.21786332130432084,0.17810569649553046,0.7394935031032044,0.7500783219124875,0.8771800616840206
CG3984,0.1272613182663918,-0.1297437623143197,0.3107878118753432,0.17811053319554973,0.2447867374781732,0.7500783219124875,0.5746839005977968
Gfat2,0.3430675268173222,-0.13581550121307417,-0.22938895225524947,0.17813332498478895,0.12554539331104556,0.7500783219124875,0.5191720630915562
Cpr49Ag,1.630393266677857,-0.09759378433227583,1.23074460029602,0.178234817470039,0.808663789766248,0.7500783219124875,0.912623164073618
PTPMT1,0.28618550300598183,-0.2810275554656987,-0.48780775070190474,0.1784625724686557,0.13359822430269847,0.7500783219124875,0.5231632255748121
CG33493,0.13973295688629167,-0.16371166706085227,-0.39383292198181175,0.17865471042751094,0.24710032270576351,0.7500783219124875,0.5746839005977968
TfIIEalpha,0.2987042665481571,-0.305023312568665,-0.2564785480499272,0.17887392686861225,0.01796191165439205,0.7500783219124875,0.4536371290401587
CG11699,0.2551013231277468,-0.20877420902252197,-0.4147789478302002,0.17891364878941685,0.17664108732958472,0.7500783219124875,0.5413882249302373
CG9215,0.1712673306465151,-0.24675136804580688,-0.410844683647156,0.17899576847497187,0.1222906793099071,0.7500783219124875,0.5188827073212923
Rab40,-0.2260577678680416,0.11966276168823198,0.44446992874145463,0.1791061284529127,0.43050527398000726,0.7500783219124875,0.6972877464424339
CG13506,0.0834100246429449,0.010274648666380504,0.2633757591247554,0.17912658832317033,0.9051277417723691,0.7500783219124875,0.960880001902206
CG15202,0.06040132045745861,0.21898174285888639,0.5912283658981322,0.1791282520434821,0.29461373624391235,0.7500783219124875,0.6085920596799395
CG1812,-0.6087790727615352,-0.01278460025787398,0.35488963127136186,0.17919946132568623,0.9123677875931129,0.7500783219124875,0.9642854425949723
Cnx99A,0.2375671863555911,-0.16543364524841309,-0.46334934234619185,0.17921710121261902,0.3101005604641125,0.7500783219124875,0.6213896893221393
CG13133,0.46544673666358005,0.24828830733895285,0.9579707905650139,0.17923429413638745,0.4467056376925386,0.7500783219124875,0.7068012927086691
Ugt302C1,-0.6145819574594498,0.8967465311288831,-0.6664083898067472,0.17934040024331432,0.011919411672505447,0.7500783219124875,0.4479297352779682
spd-2,0.13259933516383177,0.07719675824046124,-0.4671792611479758,0.17946774721865055,0.6197068988112413,0.7500783219124875,0.8070102173128096
Roe1,0.37822663784027155,-0.3441556692123422,-0.2838556766510014,0.17959456822889108,0.016971521116312935,0.7500783219124875,0.4536371290401587
Ilp3,-1.6386256664991379,1.5088242143392563,-1.7327562868595117,0.17964161811030355,0.047406614676856314,0.7500783219124875,0.49656454088223223
asRNA:CR45007,0.3192117363214494,-0.15270264446735393,0.18786743283271778,0.179668233171231,0.057563495878677776,0.7500783219124875,0.49656454088223223
Atg2,-0.1682333946228026,0.30773448944091775,0.3980278968811033,0.17969787699123804,0.06597330976027267,0.7500783219124875,0.5012336136288511
shrb,0.14968228340148948,-0.14093685150146484,-0.226066112518311,0.17979524564256957,0.11293805481231202,0.7500783219124875,0.5188827073212923
CG17378,-0.20468962192535395,0.05225026607513428,0.21159672737121582,0.17979735634096494,0.4675913767092093,0.7500783219124875,0.7178493982905473
CG4459,-0.14971338212490076,0.33426083624362946,0.43179103732109064,0.17980599421711724,0.06580559546354035,0.7500783219124875,0.5012336136288511
Eno,0.16839218139648524,-0.10977077484130948,-0.2940053939819345,0.1799143413303498,0.29223264497825446,0.7500783219124875,0.6066199967948919
lncRNA:CR46060,0.6677720509469511,0.19558716937899567,0.4152301922440529,0.18001908452156315,0.2011165921788904,0.7500783219124875,0.5507383116976267
Cpsf73,0.36591327190399203,-0.04254019260406561,-0.512868404388428,0.18011446721761604,0.8011760293920501,0.7500783219124875,0.9088183423704848
MFS17,-0.1570013761520381,0.07563006877899081,0.40279364585876376,0.18030404371859907,0.5755459308295696,0.7500783219124875,0.7848073671637723
CG5504,0.4247057437896734,-0.27103710174560636,-0.5275559425354008,0.18030930985072233,0.17109639950111502,0.7500783219124875,0.5386240757494063
CG1307,0.34019637107849193,-0.2466993331909193,-0.42021226882934615,0.18039376350961556,0.12978982842640902,0.7500783219124875,0.5231258724233627
Ddrgk1,0.29970157146453913,-0.09762990474700972,-0.3905737400054936,0.18041086530779984,0.4632676594312722,0.7500783219124875,0.7161466900309184
asRNA:CR44116,-0.3451588340103626,0.4777082987129687,-0.3872314915060996,0.18048471893786636,0.016160311126643425,0.7500783219124875,0.4536371290401587
CG6454,0.30203425884246893,-0.11778390407562389,0.0842969417572017,0.18063112296922595,0.01060978203993214,0.7500783219124875,0.4429690239334105
put,-0.029246211051940856,0.12699401378631592,0.5422594547271729,0.18069946390802127,0.49041260223126104,0.7500783219124875,0.7348256711761179
yellow-c,0.32555744051933305,-0.036644846200943215,-0.16700536012649547,0.18076484852151747,0.5166356527095679,0.7500783219124875,0.7519913873405815
Snoo,0.02385067939758328,0.07652139663696289,0.40121507644653276,0.18080275556873449,0.5703315501444002,0.7500783219124875,0.7827764853284745
CG5850,0.013084053993225181,-0.0479891300201416,0.2952501773834224,0.18089128698114632,0.6266420115157212,0.7500783219124875,0.8112865423569663
cta,0.02938103675842288,0.06340670585632324,0.24107074737548828,0.1809137485883082,0.4425753423327753,0.7500783219124875,0.7053107445433893
DCTN4-p62,0.15011405944824252,-0.022300481796265093,-0.34097194671630904,0.180973813468127,0.8427323433908113,0.7500783219124875,0.9300806399894226
Hel89B,0.1486313343048102,-0.00035119056701793383,0.23274183273315385,0.18101228610275313,0.9963382742841999,0.7500783219124875,0.9983568739015383
cpa,0.1331059932708744,0.0535347461700435,0.4291443824768062,0.18119642765326907,0.7072729517580474,0.7500783219124875,0.8592408339491547
ths,0.031822800636291795,0.02103602886199951,0.3642170429229732,0.18120034347219338,0.8609256291471297,0.7500783219124875,0.9394338668425205
CG1648,0.10736072063446073,-0.14189684391021729,-0.2985756397247319,0.18141647455096155,0.19936098706361544,0.7500783219124875,0.5507383116976267
Gpo1,0.2147148847579961,-0.12384164333343595,-0.27649235725402876,0.18169596403020702,0.22161024968144047,0.7500783219124875,0.5625098387090991
lncRNA:CR44993,0.12473800778388988,-0.08003148436546348,0.26736432313919056,0.18188727601396784,0.38871018661982965,0.7500783219124875,0.6726128496818553
CG16854,-0.28861665725707975,0.1483659744262691,0.21344947814941362,0.18197265000501342,0.08834792174593684,0.7500783219124875,0.508227852732338
beat-IIIa,-0.22361401282250884,-0.03809135593473911,0.3254507444798945,0.18202528653861363,0.7249132382887598,0.7500783219124875,0.8688482281290422
H,0.027411580085754977,0.07437765598296986,0.4282104969024654,0.1821871891050589,0.6052940479714204,0.7500783219124875,0.7981964873403645
mi,0.21342653036117576,0.042886793613433394,0.22626459598541238,0.18221535392880983,0.5741217919983116,0.7500783219124875,0.7841506761719323
fipi,-0.023553609848022045,0.07253479957580478,0.45466136932373,0.1822451902709014,0.6341148186292881,0.7500783219124875,0.8156229133693118
AdipoR,0.18689703941345237,-0.15911865234375,-0.19359350204467818,0.1825083939607304,0.057104709536239674,0.7500783219124875,0.49656454088223223
MED6,-0.14313936233520458,0.20054101943969682,-0.4690361022949223,0.18253532240995485,0.24045658413651022,0.7500783219124875,0.5726961537588527
Lamtor3,0.05845487117767374,-0.02165925502777144,0.39304852485656694,0.18277650362160303,0.8678197649341464,0.7500783219124875,0.943199436859377
Mfap1,0.254514336585999,-0.09152519702911421,0.29394650459289506,0.18280665207609084,0.37293653215630745,0.7500783219124875,0.6647353172748144
CG12107,0.27862894535064753,-0.17156493663787886,-0.3996241092681889,0.18281080083903262,0.2391650008528806,0.7500783219124875,0.5710399325649943
AOX3,-0.22596737742424006,0.31377395987510664,0.38635963201522816,0.18290488188848777,0.05920837353797843,0.7500783219124875,0.49656454088223223
CG10343,0.3207389116287236,-0.2018302679061894,-0.2761733531951909,0.18294316339289804,0.0783906723425626,0.7500783219124875,0.5044904445197332
wds,-0.003799676895141234,0.0903234481811519,-0.3382935523986821,0.18307562060711569,0.43888755279511177,0.7500783219124875,0.7034327705297059
lncRNA:CR44493,0.2075387835502626,-0.26183271408081077,-0.26382339000701915,0.1831054384748585,0.03315831149427686,0.7500783219124875,0.47213591591383497
Ank2,-0.06169557571411038,-0.004915237426758701,0.16028118133544833,0.18310897374776186,0.9261808720146385,0.7500783219124875,0.9704863575291657
Gs1l,0.32684922218322787,-0.272045373916626,-0.5153555870056157,0.18316288409504713,0.16485120133869732,0.7500783219124875,0.533329857489812
Ing3,0.20953905582428023,-0.2675150632858281,-0.3699090480804448,0.1831920642283388,0.08066903310146208,0.7500783219124875,0.506377357417795
CG12278,-0.06603185087442393,0.08079483360052098,-0.3476777821779251,0.18321963152718654,0.496513836949711,0.7500783219124875,0.7390019477023041
lncRNA:CR44129,-0.48576628044247633,0.12676032260060308,0.48389313369989384,0.1834579791427665,0.44736985753141423,0.7500783219124875,0.7069000422436018
CG42336,0.29359340667724665,-0.12595963478088468,-0.2706980705261235,0.18359136808844895,0.20938093040780423,0.7500783219124875,0.5554919827899877
Mppe,-0.21453994512557972,0.5163449645042417,0.9737128019332886,0.18398848773617174,0.16414071661023216,0.7500783219124875,0.533329857489812
UbcE2H,-0.3080277442932127,0.15430569648742676,0.467563152313232,0.18404201717335925,0.3495060816883194,0.7500783219124875,0.6509007693359733
Arpc5,0.2905414104461676,-0.17375469207763805,-0.294064044952393,0.18409088626650014,0.13100449390866423,0.7500783219124875,0.5231632255748121
ATP8A,0.09704077243804957,-0.066733717918396,0.22619891166686967,0.18409360978421221,0.3976590515355291,0.7500783219124875,0.6796316716729299
NP15.6,0.340847492218018,-0.2784166336059579,-0.5587291717529301,0.1842730620589905,0.18545731035011864,0.7500783219124875,0.5433656057089703
CG4882,0.459941744804383,-0.29071748256683483,-0.3785164356231694,0.18427891068972554,0.06955883677907024,0.7500783219124875,0.5036001162544491
CG14331,-0.05385047197341902,-0.017193257808685525,-1.7675938606262205,0.18436093687739405,0.9766273460980405,0.7500783219124875,0.9900958233192299
Gld2,-0.0788822174072264,-0.08901977539062544,0.7255179882049556,0.18438295985335124,0.7142554608512841,0.7500783219124875,0.8641507101351251
Hem,0.15252482891082803,-0.1156004667282109,-0.20193839073181197,0.18462172342680347,0.14072856421739466,0.7500783219124875,0.5231921171605745
NUCB1,0.19204115867614777,-0.30384087562561035,-0.24143934249877974,0.18463001158901257,0.015738842767756934,0.7500783219124875,0.4536371290401587
CG9265,0.21025371551513727,-0.01551032066345348,0.5916671752929683,0.18471932798316198,0.9371536675805138,0.7500783219124875,0.9744844889012313
CG5989,0.3623564243316655,-0.33226013183593794,-0.6336197853088383,0.1847323813909048,0.16853315000341612,0.7500783219124875,0.5357984884072186
Tsp,0.8965281993150713,0.49251689016818956,1.0557343661785124,0.18478594036236437,0.2096973726890696,0.7500783219124875,0.5555345498037323
Mul1,0.2044966816902163,-0.19151848554611206,-0.22113072872161887,0.18484367344269795,0.05025258755354897,0.7500783219124875,0.49656454088223223
Rbf2,0.013976842164993314,0.1738824844360351,0.16096624732017517,0.18485589342490277,0.02589542502147548,0.7500783219124875,0.4653567407263072
CG9391,-0.013239383697509197,0.2917671203613268,0.41021871566772417,0.18487134403709424,0.08517591854542898,0.7500783219124875,0.508227852732338
GAPsec,0.15179640054702773,-0.10568732023239136,0.2683998346328733,0.1849092140430678,0.2762209837097486,0.7500783219124875,0.5934267452950407
Mnt,-0.34686899185180625,0.16212797164916992,0.18906593322753817,0.1849920600300661,0.05174864954029322,0.7500783219124875,0.49656454088223223
Acn,0.17748463153839156,-0.20015752315521373,0.14612412452697665,0.18508323562806012,0.0118717152121017,0.7500783219124875,0.4479297352779682
CG10209,0.3209875822067264,-0.24159872531890914,-0.28613162040710494,0.1851431358180039,0.054112207647016984,0.7500783219124875,0.49656454088223223
Fie,0.29008793830871643,-0.16320681571960538,-0.2597489356994638,0.18521935630144742,0.11499468843923308,0.7500783219124875,0.5188827073212923
CG6071,0.09307888895273214,-0.06177309900522235,-0.3157555013895035,0.1853634672993356,0.5657894951510902,0.7500783219124875,0.7803792581733149
CG11686,-0.04101161658763877,0.15098617970943434,0.5450386703014374,0.18541527870994953,0.42613898706761666,0.7500783219124875,0.694784084358439
Scox,0.3920509815216071,-0.17852854728698864,-0.3612418174743657,0.1854836443612375,0.1895724139272016,0.7500783219124875,0.5450755880702279
rdx,-0.024619221687316506,-0.06014406681060791,0.24088406562805087,0.18563580559594597,0.4699894852265775,0.7500783219124875,0.7195957989860398
alpha-Est7,0.45248495787382137,0.377617798745632,0.49496342241764063,0.18576573953212763,0.07159818926102426,0.7500783219124875,0.5036001162544491
Smr,-0.574919700622558,0.30010175704955966,0.2877817153930655,0.1860138385132501,0.029217886243324602,0.7500783219124875,0.4653567407263072
Sirt2,0.3627414703369145,-0.34766936302185103,-0.4229979515075688,0.18606238250698215,0.05873726622936711,0.7500783219124875,0.49656454088223223
CG11257,0.033397734165191845,-0.03951412439346336,0.276824355125427,0.18618863027460267,0.6726965555133408,0.7500783219124875,0.8388176130784055
CG13685,0.07733476161956808,-0.21866142749786377,0.4097516536712642,0.18620643495779063,0.16415619987180763,0.7500783219124875,0.533329857489812
kune,-0.057690143585204655,0.1675641536712642,0.6829638481140132,0.18621203435230077,0.4778853192073673,0.7500783219124875,0.7258742259321476
pnut,0.2086470127105715,-0.18334531784057617,-0.18796348571777388,0.186308974029688,0.03592918111072624,0.7500783219124875,0.47473694388317683
Hmgcr,-0.042683899402618256,-0.2211783528327942,0.45627319812774614,0.18631857998002077,0.19730852775867647,0.7500783219124875,0.5500419940076595
Rac2,-0.7282940745353697,0.2905965447425838,-0.50014340877533,0.18654962004766226,0.13794910135253882,0.7500783219124875,0.5231632255748121
CG6231,-0.012955069541931041,0.5536912679672241,-0.31881523132324174,0.18661309871054702,0.0052262478592909395,0.7500783219124875,0.4340707659221785
RalGPS,0.2845911979675294,-0.18574762344360352,-0.15235471725463867,0.18673260238898734,0.01783535686508728,0.7500783219124875,0.4536371290401587
jp,-0.0012387037277219078,0.02689945697784424,0.23324608802795366,0.18677157960836882,0.7321966647696989,0.7500783219124875,0.872033654917906
Mpv17,0.4337521791458133,-0.2795988321304326,-0.37924599647522017,0.18678227903108455,0.07884397297446967,0.7500783219124875,0.5044904445197332
HP1e,0.1317482963204384,-0.09995605796575552,0.47753973305225356,0.18680574112011208,0.5418161989629405,0.7500783219124875,0.7677278300978136
twe,-0.10970586538314814,0.16910928487777688,0.6160643100738523,0.18690418213137341,0.43181824763799465,0.7500783219124875,0.6980554056518554
mbo,0.1910353302955629,-0.06871539354324363,-0.37817084789276123,0.18692977935227426,0.5942418560176108,0.7500783219124875,0.7929694292810975
AP-2mu,-0.35350179672241183,0.2989027500152579,0.9413666725158687,0.1869658755612214,0.36966016622054804,0.7500783219124875,0.6636791329718169
alt,0.026382327079773296,-0.006385445594787598,-0.3222916126251225,0.18698727724987688,0.9527788223788507,0.7500783219124875,0.9814920411614155
Nop60B,0.26357102394104037,-0.2931592464447026,-0.20847320556640692,0.18699388695608493,0.011054519077909945,0.7500783219124875,0.4429690239334105
Glug,0.15470296144485482,-0.05320662260055553,0.39325892925262435,0.1870716834920469,0.6892115209406038,0.7500783219124875,0.8490457082169447
SmydA-8,1.042537093162537,0.4184895753860467,-0.8299028873443604,0.1871294378266356,0.1841650125147474,0.7500783219124875,0.5433656057089703
Mnr,-0.45931601524353016,0.1380937099456787,0.34261751174926713,0.18715579636996985,0.2693280033827663,0.7500783219124875,0.588355530412725
mRpL1,0.36366498470306463,-0.26125442981720104,-0.4461600780487065,0.187194896284697,0.1362009289008458,0.7500783219124875,0.5231632255748121
alphaTub84D,0.3292604684829715,-0.2606724500656128,-0.5561273097991948,0.1872465212401835,0.2105527571350131,0.7500783219124875,0.5562452231649475
casp,0.09405565261840872,0.02877092361450062,0.40390205383300737,0.18728880577012266,0.832019389863312,0.7500783219124875,0.9252646398278749
CG2129,0.1791681051254274,0.07208943367004372,0.38580012321472146,0.18730838499181668,0.5846280832040145,0.7500783219124875,0.7890881554442182
yem,0.09808033704757697,0.03230386972427368,0.2710546255111692,0.18734846161108223,0.7241849221480554,0.7500783219124875,0.8683997474085415
CG2961,-0.32530263066291815,0.12377232313156128,0.2109508514404297,0.18742924655626142,0.13580996400298892,0.7500783219124875,0.5231632255748121
CG12567,-0.21577382087707472,0.28966093063354403,0.7938818931579585,0.18746403361896663,0.31097895766503786,0.7500783219124875,0.6220241092333676
Noc3,0.3143166303634648,-0.36072313785553023,-0.3228681087493901,0.18762221861020728,0.023863883391376198,0.7500783219124875,0.4653567407263072
car,0.5101072788238532,-0.22547483444214,-0.1915988922119145,0.18773599731528812,0.020211793232809864,0.7500783219124875,0.4546349322126143
Gtpbp1,0.2613742351531988,-0.1859972476959233,0.27917623519897417,0.18787184082701247,0.10207391408826134,0.7500783219124875,0.5152475303613827
CG14683,0.29150235652923634,-0.130509734153748,-0.5982706546783452,0.18788249479877966,0.5269877199657156,0.7500783219124875,0.758509974091814
ukar,0.04605484008789114,-0.07901382446289151,0.49912166595458896,0.1880047263023605,0.6420223058004669,0.7500783219124875,0.8195509463204059
UQCR-C2,0.50789761543274,-0.3014581203460702,-0.5054602622985849,0.18828343125344052,0.1317724643433428,0.7500783219124875,0.5231632255748121
endos,-0.006147384643554443,-0.026604413986206055,-0.21912002563476607,0.18829585009161928,0.7200245727686402,0.7500783219124875,0.8673987296124213
CG42445,-0.19991439580917356,-0.17954373359680176,0.23800623416900624,0.18838360603371046,0.07519067708314729,0.7500783219124875,0.5036113988241875
CG17233,0.1114269495010382,-0.02347695827484264,-0.11587643623352095,0.1883910548164845,0.555931712441408,0.7500783219124875,0.7750875818712035
CG5543,0.30918151140213035,-0.06555920839309715,-0.45507586002349876,0.18858591111178757,0.6719798188019617,0.7500783219124875,0.8380350839126787
lncRNA:CR45736,-0.16316479444503762,-0.18387418985366843,0.3693968057632444,0.18870823707371776,0.19028586152798763,0.7500783219124875,0.5451573904812499
CG5909,0.49656725861132156,-0.060670876875519864,0.4243955500423907,0.18871277475560022,0.6743990168529687,0.7500783219124875,0.8398850706102982
gl,0.40190492570400255,0.5749294608831402,0.520450621843338,0.18872249500622348,0.024984657399053214,0.7500783219124875,0.4653567407263072
CG30096,-0.14050656557083116,0.13953429460525513,0.7781454324722286,0.18872707322648682,0.6007135495561147,0.7500783219124875,0.7957689089242828
CG10077,0.18192625045776473,-0.2515482902526873,0.4523563385009757,0.18885258969346602,0.15335143077003546,0.7500783219124875,0.5324960691459183
Prosbeta3,0.3962647914886481,-0.35043811798095836,-0.5141782760620122,0.18892344202952352,0.09735276673697647,0.7500783219124875,0.5113452287998974
asRNA:CR45134,-0.7381646037101746,0.035387277603149414,0.44309616088867165,0.18894762559386036,0.8130332319218261,0.7500783219124875,0.9150884274008144
Hr4,0.5168368816375735,-0.2427231073379521,0.6158583164215085,0.18897742031098597,0.2806210580936892,0.7500783219124875,0.5958748889518755
Ktl,0.2991453409194951,-0.1688884496688856,0.2848970890045157,0.18898382779600942,0.13409717026620685,0.7500783219124875,0.5231632255748121
Acat2,0.11824536323547394,-0.07095575332641646,-0.4081945419311528,0.1890139142617684,0.6117883215421589,0.7500783219124875,0.801403072221656
mRpL2,0.343788385391236,-0.2052123546600355,-0.4769515991210942,0.1891434568859622,0.2454177656357122,0.7500783219124875,0.5746839005977968
