gene,sex_effect,treatment_effect,interaction,interaction_p,treatment_p,interaction_padj,treatment_padj
CG1998,-0.11691808700561518,-0.16104865074157715,-0.2717552185058594,0.31944653305769705,0.2494390507575583,0.7943677516711315,0.5757102666235107
CG7120,0.008658647537231758,0.0726547241210933,0.4077353477478023,0.31954019178657467,0.706393313526352,0.7943677516711315,0.8592408339491547
Nplp3,1.5611127614974982,0.1665182113647452,-1.7902212142944334,0.31959626453532447,0.8430301140653833,0.7943677516711315,0.9301343174677007
CG14787,0.5860530212521555,-0.22685710340738313,-0.25771902501583105,0.31962375961142364,0.11626520579718294,0.7943677516711315,0.5188827073212923
mib1,0.11707806587219269,-0.03517556190490767,0.23405885696411088,0.3199559060616402,0.7502612559340226,0.7946714459880255,0.8828205637380429
CG33521,0.30040150880813626,-0.22747296094894454,0.4296973943710325,0.3200359050445076,0.29602100268315384,0.7946714459880255,0.609966068985971
spn-B,0.05055883526802073,0.03952670097351063,0.38329583406448353,0.32020039488480223,0.8265790456632062,0.7946714459880255,0.9229668588025204
lncRNA:CR44544,0.1572186723351479,-0.0547603592276574,0.19436992704868308,0.3202339107010423,0.557673338988789,0.7946714459880255,0.7756744177734829
Pkc98E,-0.026665925979613616,0.033490419387816495,0.13744592666625888,0.3202891860195355,0.6100610220163925,0.7946714459880255,0.8002321742137918
betaCOP,0.12009298801422157,0.0656577348709102,0.19084525108337358,0.32035847453418015,0.47902565986748014,0.7946714459880255,0.7261500444869674
Srp72,0.24282968044281036,-0.26800048351287886,-0.3249304294586186,0.3203594186726842,0.13487807038202726,0.7946714459880255,0.5231632255748121
Ufsp2,0.005939662456512604,0.044659197330474854,0.3042997121810911,0.3204721322895382,0.7561378162934532,0.7946714459880255,0.8857425903402618
