names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
CG43867,8.169805,0.258149,3.0888821489591646e-16,4.2687510786466275e-15,0.3722339675828048
Motor,8.165551,0.3028659,3.199710276152131e-16,4.41690470623084e-15,0.291425886774724
Rala,8.14392,0.5322756,3.826825473040599e-16,5.266545584837523e-15,0.15903218228799623
Rbcn-3A,8.143877,0.60768807,3.8281724408614697e-16,5.266545584837523e-15,0.14070941977918722
caps,8.127672,0.46391767,4.3761209577102066e-16,6.006817382154246e-15,0.17890533239370449
capt,8.10963,1.1469911,5.077446691417074e-16,6.9616420384345005e-15,0.08339206013624618
alpha-Est9,8.10665,0.7399809,5.203444684688247e-16,7.12638059119832e-15,0.11956777073056143
ND-49,8.101413,0.26531738,5.432471345101756e-16,7.431693964696443e-15,0.33972280949025135
CG2225,8.094949,0.36214077,5.728859914122654e-16,7.828371467852133e-15,0.22438336856941507
syd,8.092512,0.43535915,5.844648447769371e-16,7.977650608047129e-15,0.18985200845665962
CG42748,8.039869,0.29096738,8.993463328823806e-16,1.2207274444881221e-14,0.3147286821705426
Top1,8.00915,0.24532966,1.1550401638370262e-15,1.5643093952232792e-14,0.3634954193093728
CG2765,8.000988,1.0643258,1.2342470766606264e-15,1.6697267055956022e-14,0.09109701667841202
Rok,8.000816,0.7398659,1.2359683666377211e-15,1.670201598774632e-14,0.11449377495889124
CG13404,7.994389,1.338023,1.3021806995745942e-15,1.7577276353393944e-14,0.07380784590086915
CG13603,7.991268,1.1980313,1.3355773758853504e-15,1.8008133445427586e-14,0.07902278599953018
Sams,7.9872875,0.3086997,1.3794034076935242e-15,1.8578506228040183e-14,0.26896875734085035
svr,7.9867625,0.24018605,1.3852878765727925e-15,1.8637167690447865e-14,0.4330749354005168
frj,7.976082,0.8024214,1.5105203956920066e-15,2.0277239100319238e-14,0.1074465586093493
PI31,7.9728312,0.3637124,1.5507966345189762e-15,2.0795005696536633e-14,0.20751703077284472
C1GalTA,7.968736,0.4488821,1.6030501992728115e-15,2.1472064702127804e-14,0.16988489546629082
OtopLc,7.966204,0.27985236,1.6362275919930977e-15,2.1892401886722138e-14,0.3027014329339911
Dyrk2,7.956983,0.31130818,1.7628465925634572e-15,2.3560676663109627e-14,0.26262626262626265
CG17839,7.952444,0.38952413,1.828671493941013e-15,2.436030255699126e-14,0.22560488607000234
mrj,7.9257607,0.5608883,2.2675345988711786e-15,3.0173558106594756e-14,0.14066243833685693
Octbeta2R,7.910634,0.23146863,2.560808417019861e-15,3.4038924531139685e-14,0.4763918252290345
pigs,7.8731117,0.2856176,3.4592730657301627e-15,4.593145903941716e-14,0.2943387361992013
28SrRNA-Psi:CR45859,7.866751,1.194876,3.63969007250084e-15,4.8274409459970336e-14,0.08743246417665022
Iqsec,7.8487535,0.3804783,4.201934531055268e-15,5.567106521633985e-14,0.21757105943152455
CG13384,7.84539,0.7812028,4.3161009999417875e-15,5.712155818489733e-14,0.10754052149400986
Ptp10D,7.8443937,0.3985063,4.350503904443352e-15,5.751441658488071e-14,0.20004698144233027
Fur2,7.8435397,0.51730263,4.380200748168267e-15,5.784427618572374e-14,0.15743481324876674
CG3961,7.8312745,0.65100014,4.829494556368301e-15,6.366684965005841e-14,0.13211181583274606
NaCP60E,7.820524,0.18859005,5.260387756996926e-15,6.924283625273816e-14,0.6909090909090909
Ace,7.81629,0.20837536,5.4403052980905e-15,7.153385251178544e-14,0.5862344373972281
bma,7.8151827,0.4637516,5.4883459139542734e-15,7.208776761334982e-14,0.18886539816772374
tws,7.8008595,0.33105108,6.148706181949907e-15,8.05877200556854e-14,0.2388536528071412
Src42A,7.7969804,0.57879347,6.340607160380386e-15,8.301359900953441e-14,0.13168898285177355
CG1812,7.791973,0.8109614,6.597082991477203e-15,8.627880320076783e-14,0.0987080103359173
Msr-110,7.7741504,0.78047806,7.595560271025794e-15,9.901848571500898e-14,0.11031242659149636
CG34220,7.7589645,3.3859065,8.562561185134235e-15,1.1150540415128333e-13,0.0491425886774724
FucTA,7.7481246,1.070861,9.325967379664281e-15,1.2105880339800631e-13,0.08639887244538408
tinc,7.7268686,0.5025731,1.1022416190021096e-14,1.4292790525549697e-13,0.15419309372797746
Rgk3,7.709394,0.6148633,1.2641656957031856e-14,1.6375043214586746e-13,0.14014564247122388
Tdg,7.7006335,0.21248761,1.3539333034629763e-14,1.7500628882195355e-13,0.5077754287056613
Arp2,7.6940837,0.78525597,1.4251156373404116e-14,1.8401201804599869e-13,0.10458069062720225
rhea,7.693715,0.49279037,1.4292287765629097e-14,1.843478260055588e-13,0.15344139065069298
rsh,7.681571,0.23584177,1.571492819740673e-14,2.024833613088696e-13,0.4634249471458774
CG5445,7.6765456,0.6982384,1.6343587877550256e-14,2.1036113267102437e-13,0.11797040169133192
CG33303,7.6601157,0.43003199,1.8576538007509785e-14,2.385979154621041e-13,0.18285177354944795
CG2186,7.638591,0.5627794,2.1961222020514592e-14,2.8118207479837433e-13,0.14160206718346252
Bet3,7.620267,1.1639124,2.5315148768395953e-14,3.227681467970484e-13,0.07733145407564013
side-VIII,7.588891,0.38875708,3.2265552900947864e-14,4.100988783208066e-13,0.2195442800093963
rdx,7.588408,0.24068534,3.238597999803717e-14,4.1120073978757816e-13,0.3476626732440686
CG15894,7.580504,0.4382694,3.442158363449591e-14,4.3613792403416905e-13,0.17228094902513508
apolpp,7.579976,0.8434629,3.45618087537302e-14,4.3745990332213645e-13,0.1019497298567066
Pde6,7.5732684,0.21646978,3.639498008574469e-14,4.601850749638402e-13,0.5021376556260277
Rer1,7.5586395,1.0698918,4.073070718500765e-14,5.144731501327028e-13,0.081512802443035
Cep164,7.557141,0.27133533,4.1202620020053575e-14,5.198951712468251e-13,0.29950669485553205
Wee1,7.555384,0.6508201,4.176247983432267e-14,5.264145467430806e-13,0.11529245947850598
wit,7.5482044,0.7374278,4.412996352417368e-14,5.556819477232986e-13,0.10688278130138595
Pkn,7.5474725,0.6915295,4.4378548044757815e-14,5.582354201419536e-13,0.11839323467230443
Atf6,7.5350924,0.26447242,4.8798848717899677e-14,6.132053268272981e-13,0.2983321587972751
da,7.5281644,0.26768535,5.1458666605899086e-14,6.45962602738727e-13,0.29156683110171483
Ubqn,7.520706,0.6707672,5.44811197704962e-14,6.831999679861915e-13,0.11947380784590086
CaMKI,7.517906,0.20912641,5.566045701820182e-14,6.972716450101356e-13,0.4698144233027954
mRpL34,7.4915686,0.89892715,6.805539503361077e-14,8.507971385278787e-13,0.09358703312191684
CG42238,7.4899015,0.28506294,6.892520144298323e-14,8.607881971193878e-13,0.26234437397228094
Ank,7.4773817,0.23041457,7.581805457032302e-14,9.449348334945474e-13,0.3554146112285647
CG4629,7.4737988,0.48355705,7.791224395173381e-14,9.700432497729145e-13,0.15907916373032652
CG8300,7.464811,0.6924446,8.341926933060209e-14,1.037548442725213e-12,0.10880902043692742
MYPT-75D,7.4600563,0.31362712,8.648556034205795e-14,1.0745896992959677e-12,0.25872680291284944
Arf4,7.443591,0.34783974,9.798433205490885e-14,1.214985781706291e-12,0.208738548273432
Rad23,7.4331045,0.2904087,1.0607786381825746e-13,1.3140071972365246e-12,0.25797509983556494
Syn1,7.426772,0.3449419,1.1127982033083844e-13,1.3742550456054608e-12,0.2199671129903688
Nt5b,7.425254,0.9549123,1.1256395608716587e-13,1.3887065392170697e-12,0.08996946206248532
osa,7.4227457,0.22164094,1.147167471975686e-13,1.412406496556731e-12,0.38054968287526425
CG30428,7.418515,0.35312447,1.1844050074013185e-13,1.4567823042598056e-12,0.19455015268968756
CG31729,7.411641,0.6112498,1.247457351577882e-13,1.5327880704014922e-12,0.12266854592435988
Tom20,7.401916,0.2571101,1.342333694111191e-13,1.646046820676188e-12,0.30345313601127555
Chro,7.3972397,0.42537227,1.3904421310803163e-13,1.7033265463053243e-12,0.1724218933521259
smog,7.3901997,0.23853879,1.4660844371064317e-13,1.7941870686636842e-12,0.3524077989194268
EMC8-9,7.387368,0.380914,1.497636991185392e-13,1.8309626164050898e-12,0.17552266854592435
PlexB,7.3716435,0.23863778,1.6853730228177705e-13,2.05841801353966e-12,0.32736669015738784
Oamb,7.3687167,0.57552296,1.722783157807158e-13,2.1020023934445895e-12,0.13563542400751702
Syp,7.366434,0.19468164,1.7525247893148792e-13,2.1340184472486577e-12,0.5853887714352831
plx,7.3540335,0.41642296,1.923134788277156e-13,2.337097700330035e-12,0.17528776133427296
CG13999,7.353461,0.88626564,1.9313992739628597e-13,2.344803361586982e-12,0.0863518910030538
Src64B,7.349021,0.58525825,1.9966415852168498e-13,2.421598436040615e-12,0.13103124265914964
ben,7.3471875,0.21653235,2.0242094487834612e-13,2.4525933370995635e-12,0.4192154099130843
Ppcs,7.3355794,0.4090258,2.2076395997613003e-13,2.666889899057531e-12,0.1903688043222927
Rab3,7.3264813,0.21403702,2.3627424050320516e-13,2.851432393557988e-12,0.43636363636363634
Ctdnep1,7.317959,0.23388696,2.517714267742938e-13,3.032452491059157e-12,0.32553441390650695
FucT6,7.3139787,1.5747552,2.593463307076112e-13,3.1206045656417306e-12,0.06041813483673949
CG42795,7.293781,0.22971219,3.013758792632694e-13,3.61918284959605e-12,0.36039464411557437
CG18467,7.2736464,0.7428407,3.499106996440278e-13,4.1937674709548234e-12,0.10552031947380784
lncRNA:CR46006,7.26925,0.293231,3.614884550883297e-13,4.3282738497756885e-12,0.26262626262626265
Smox,7.2593307,0.25358558,3.890102712081042e-13,4.6532347357758404e-12,0.30138595254874323
CG5412,7.2510815,1.2951791,4.134575151198009e-13,4.940817305681621e-12,0.06760629551327225
CG17378,7.2452846,0.41321445,4.3153168176345024e-13,5.1467120049067465e-12,0.16838148931172187
Dscam1,7.222741,0.3730235,5.094995851957011e-13,6.067094004645931e-12,0.20483908856001878
FBXO11,7.222688,0.35379878,5.096976175861378e-13,6.067094004645931e-12,0.20126849894291754
Nrg,7.214147,0.3223143,5.427300345230523e-13,6.453986722733155e-12,0.2580220812778952
dpr1,7.2004504,0.24493809,6.00139173639093e-13,7.1297235745486406e-12,0.3509983556495184
5-HT7,7.18899,0.68745476,6.527227370475128e-13,7.739336032949546e-12,0.1104533709184872
Sema2a,7.1844716,0.60398537,6.746755593426411e-13,7.984097468764517e-12,0.12163495419309373
Nmdar1,7.162524,0.58126503,7.920481515571674e-13,9.354917557490614e-12,0.13305144467935165
CG15098,7.161287,0.73941237,7.992324542503749e-13,9.430633480017251e-12,0.10415785764622974
lncRNA:CR43651,7.14632,0.52130866,8.913525595886453e-13,1.0497291158285987e-11,0.14442095372327932
faf,7.114839,0.35158464,1.1204341030952257e-12,1.3169692654414374e-11,0.20286586798214706
Acsl,7.099963,0.40319726,1.247901963867819e-12,1.4653831442759965e-11,0.17425416960300683
Tpst,7.094251,0.6461486,1.3005396783893001e-12,1.52572455629328e-11,0.11750058726802913
X11Lbeta,7.0894456,0.20268,1.3465011438184365e-12,1.5781252348079733e-11,0.43002114164904864
Abcd1,7.0881457,0.28295878,1.3592090035278115e-12,1.5914888130644086e-11,0.22701432933991073
nonA,7.0842767,0.21474354,1.3977245365849026e-12,1.635015775089576e-11,0.3802208127789523
Lrp4,7.0834355,0.20965937,1.406238470264316e-12,1.6433979591612416e-11,0.41855766972046043
Snoo,7.080538,0.2917372,1.4359602532961696e-12,1.6765248589489473e-11,0.24383368569415081
BuGZ,7.0701704,0.27274796,1.5474351690457659e-12,1.804946150765439e-11,0.2514446793516561
tei,7.0660763,0.20354529,1.593759046416672e-12,1.855427795298263e-11,0.4839088560018793
CG10132,7.04998,0.36862054,1.7894320301648373e-12,2.0792551969188944e-11,0.1838853652807141
robo1,7.046862,0.57750356,1.8299728449059675e-12,2.1243370482436987e-11,0.12849424477331453
Nf1,7.043995,0.31840685,1.868049538538507e-12,2.1664753401756292e-11,0.21780596664317595
Ephrin,7.0274615,0.2734515,2.1032467234918034e-12,2.432303065715521e-11,0.24951844021611463
tral,6.9979963,0.2071908,2.596492786054416e-12,2.999872091868936e-11,0.38839558374442096
detr,6.9827523,0.520583,2.8945245441815638e-12,3.33787697909452e-11,0.1363871270848015
pyd,6.9687915,0.34069005,3.1967504756206185e-12,3.6829103541908996e-11,0.21639652337326756
lute,6.962964,0.53195506,3.3318638594735866e-12,3.8349469861306465e-11,0.1285882076579751
Ccm3,6.959722,0.40325236,3.4094435208612964e-12,3.9205384033753154e-11,0.15193798449612403
PIP4K,6.947246,0.21223958,3.724852099251144e-12,4.2791915398465776e-11,0.32985670660089267
CG9132,6.9467883,0.3311703,3.736954923175532e-12,4.289053065780278e-11,0.19140239605355885
CG5746,6.932548,0.22884771,4.1332749377398535e-12,4.739462673199537e-11,0.3169368099600658
Clic,6.9227695,0.8937925,4.4289856090171286e-12,5.069005219559604e-11,0.08240544984731031
Amun,6.91362,0.30585095,4.724389686955871e-12,5.396962126926439e-11,0.2165374677002584
His2Av,6.9121537,0.21084131,4.773499798312626e-12,5.4479577754337644e-11,0.3157152924594785
Camta,6.907011,0.3106797,4.949722275983148e-12,5.6385200768185594e-11,0.21522198731501058
bnb,6.897771,0.9814841,5.282489870971637e-12,6.01197656743915e-11,0.08038524782710829
qkr54B,6.8950076,0.53696626,5.386199162319043e-12,6.118581695201008e-11,0.12464176650223162
Paip1,6.8811774,0.39814982,5.935977277677378e-12,6.736836781900331e-11,0.15696499882546394
DIP-delta,6.8798923,0.43421516,5.989786722780937e-12,6.785270479923498e-11,0.18698614047451256
rudhira,6.873359,0.17484728,6.270750036772556e-12,7.090368478499137e-11,0.6025369978858351
Sem1,6.873009,0.5536266,6.286148506921463e-12,7.101192228995896e-11,0.12807141179234202
Mad,6.870077,0.5080605,6.416716655272166e-12,7.241977713991892e-11,0.1276955602536998
Blimp-1,6.864778,0.30371115,6.659482225310663e-12,7.509012844062135e-11,0.22898754991778247
Gyf,6.856689,0.23376568,7.047488666617931e-12,7.917220217272439e-11,0.31768851303735024
CG31650,6.8548365,0.3040366,7.139403496888093e-12,8.01309293034705e-11,0.21724218933521258
Gfrl,6.8529167,0.1921522,7.235911065462753e-12,8.113939280305933e-11,0.5004933051444679
bi,6.850959,0.40553483,7.335670570751909e-12,8.218243436295498e-11,0.2140004698144233
Tom5,6.850665,0.27677697,7.350743962316306e-12,8.227568242118774e-11,0.2472633309842612
Pino,6.849537,1.1599517,7.408944825093716e-12,8.285103529639202e-11,0.07014329339910735
Patronin,6.844539,0.3753326,7.672238018134436e-12,8.571669037858904e-11,0.1816302560488607
cno,6.821613,0.47750068,9.002405354505739e-12,1.0030193680628012e-10,0.142353770260747
CG7607,6.8187075,1.7082905,9.186331931658375e-12,1.0225771681733692e-10,0.05731735964294104
Pp2A-29B,6.8096933,0.41722068,9.78070095863554e-12,1.0877460217592025e-10,0.15532064834390416
Nedd4,6.7827244,0.34101638,1.1793064283679783e-11,1.3103524207271913e-10,0.19210711768851305
CG43759,6.7567286,0.46576977,1.4114195787965482e-11,1.563981204177375e-10,0.16382428940568475
Rheb,6.741826,0.37432835,1.5640813034253615e-11,1.7315701187512926e-10,0.1584684049800329
ewg,6.7312956,0.2584682,1.6815920445301387e-11,1.8566055643820526e-10,0.24467935165609583
CG31522,6.705586,0.47546026,2.0059988601332006e-11,2.2127710503315458e-10,0.13483673948790229
qm,6.702539,0.42226073,2.048286617290374e-11,2.2573748262343915e-10,0.15574348132487667
CG13743,6.7009873,0.3880725,2.0701568700125568e-11,2.2794166295016312e-10,0.16838148931172187
MICU3,6.69952,0.3583391,2.0910541787662392e-11,2.3003483199441958e-10,0.16246182757810665
jigr1,6.6958103,0.28519714,2.1447998059441278e-11,2.357345792123803e-10,0.2199671129903688
put,6.676526,0.42627892,2.4467231816320544e-11,2.6843482323054105e-10,0.1469579516091144
Axud1,6.657045,0.37716183,2.7938792512129095e-11,3.0569653674177877e-10,0.16706600892647405
CG14989,6.655605,0.14641555,2.821377418605623e-11,3.0842842471196356e-10,0.5549447968052619
AstA-R1,6.653941,0.6664619,2.8534665026336185e-11,3.116568387150643e-10,0.10533239370448673
CG34355,6.6534734,0.27693242,2.862560221073084e-11,3.123701569799447e-10,0.2659149635893822
zfh2,6.6528535,0.49871936,2.8746413002408835e-11,3.1340789632053785e-10,0.15287761334272962
alpha-Man-IIb,6.639553,0.47997934,3.146360953196219e-11,3.421141271945469e-10,0.13136011275546158
CG34353,6.6302333,0.28181186,3.35156519958988e-11,3.6410185577362786e-10,0.24646464646464647
nuf,6.62394,0.49734253,3.4974847831759984e-11,3.792779539335609e-10,0.13352125910265444
CG32485,6.618844,0.45454583,3.620190170221687e-11,3.9223553764295233e-10,0.1363401456424712
CG32225,6.616828,0.7993836,3.669884286874925e-11,3.9726660366535053e-10,0.08893587033121916
fmt,6.600897,0.2964322,4.086776831994708e-11,4.4161101777644937e-10,0.2268733850129199
Asap,6.5830584,0.4774384,4.6086773265835884e-11,4.975657035759731e-10,0.14183697439511392
yki,6.581727,1.3482685,4.650142541498329e-11,5.011546192601514e-10,0.059760394644115575
mask,6.5763946,0.19826412,4.819922966105074e-11,5.189932953520737e-10,0.3765562602771905
unc-13,6.570362,0.10545023,5.019301070720854e-11,5.39508472231186e-10,0.9014329339910735
VGlut1,6.568882,0.24592827,5.069448422540961e-11,5.444185623114693e-10,0.35344139065069297
ssp3,6.566979,0.33169675,5.134632182809194e-11,5.509333774318773e-10,0.18661028893587034
l(1)10Bb,6.550022,0.7962066,5.752855502517586e-11,6.156414022843448e-10,0.08451961475217289
CG1552,6.5343137,0.61696726,6.390194564883345e-11,6.826475157875819e-10,0.11167488841907447
stmA,6.5339375,0.2226294,6.40628090846411e-11,6.837667074717078e-10,0.298989898989899
Efa6,6.52373,0.3054686,6.858015645766586e-11,7.307023837958821e-10,0.21766502231618512
fzr,6.5102954,0.38953912,7.500321093631336e-11,7.984402952862214e-10,0.14916607939863755
shakB,6.4814267,0.17922507,9.085919562467547e-11,9.660454239170607e-10,0.4697204604181348
MtnF,6.481349,0.3003835,9.090607114881194e-11,9.660454239170607e-10,0.2140474512567536
d4,6.4693947,0.26204118,9.839618575234065e-11,1.0438216780985904e-09,0.23424947145877378
orb,6.4687343,0.62683994,9.882719102658256e-11,1.0474822881939258e-09,0.1129903688043223
CG32204,6.4680057,0.40746936,9.930469321671763e-11,1.0516289362455007e-09,0.16283767911674887
Pde8,6.464628,0.5439615,1.0154817512385042e-10,1.0744537383546987e-09,0.12280949025135071
spir,6.461248,0.29483745,1.0384286817599844e-10,1.097780329746093e-09,0.22194033356824056
Spase12,6.4605594,0.50994825,1.0431665981291039e-10,1.1018334198089815e-09,0.1191919191919192
Dpp10,6.4593773,0.20425247,1.0513481118078612e-10,1.1095136047468416e-09,0.37993892412497066
CG6276,6.45791,1.1622798,1.0615893030014104e-10,1.1193522503706048e-09,0.0638477801268499
Arl1,6.4457636,1.0080509,1.150198533142151e-10,1.2117346517259878e-09,0.07319708715057552
RpS19a,6.4444194,0.19501872,1.160439654567161e-10,1.2214679576441387e-09,0.3612872915198497
wech,6.432494,0.24540079,1.2552666213336628e-10,1.3201419195371888e-09,0.2553441390650693
sns,6.4199567,0.37938035,1.3631320074392344e-10,1.432346210230761e-09,0.16260277190509748
CG43901,6.415682,0.20553806,1.401940129861577e-10,1.4705893496456765e-09,0.3191919191919192
cib,6.4084444,0.6274788,1.4701166429372904e-10,1.540778311329547e-09,0.11237961005402866
Dys,6.404872,0.34545884,1.5049548699178055e-10,1.5759359887824854e-09,0.18590556730091615
Drak,6.402436,0.26894996,1.529172777471662e-10,1.5999216295795784e-09,0.2208597603946441
smash,6.402025,0.23200375,1.5332932559216427e-10,1.6014834187171296e-09,0.26831101714822647
Hr39,6.3961625,0.6349849,1.5933059416726618e-10,1.6627402502609654e-09,0.09903688043222927
dysc,6.379476,0.12356997,1.7769460493380104e-10,1.849632399263963e-09,0.7883486023020907
dock,6.3728576,0.50200105,1.8553831359083982e-10,1.927985084704814e-09,0.12966878083157152
Nrt,6.3699336,0.34404263,1.8911005425107095e-10,1.963426278761758e-09,0.17688513037350245
Sec63,6.3559384,0.39024082,2.0715806279468101e-10,2.148978406301589e-09,0.1526896875734085
ths,6.348918,0.25036702,2.168347955091396e-10,2.2474484034531482e-09,0.25205543810194975
CG4678,6.3433304,0.21166609,2.2485084763590294e-10,2.328553085670366e-09,0.32022551092318535
Ucp4A,6.3231354,0.37219405,2.563084479260866e-10,2.6498249972612974e-09,0.16293164200140944
Gpat4,6.31308,0.6665326,2.7353660969241554e-10,2.8255404538481806e-09,0.09588912379610054
Myo81F,6.298232,0.7676284,3.0105918580593105e-10,3.107206109897116e-09,0.09471458773784355
Pi3K68D,6.2934737,0.76455796,3.1043888920338225e-10,3.198596467032989e-09,0.08959361052384308
drpr,6.2755613,0.50503695,3.4837523294374616e-10,3.5834141049378247e-09,0.12177589852008457
SREBP,6.273903,0.71654296,3.5210839985091615e-10,3.6187599374222738e-09,0.09250645994832041
Pka-C1,6.2729273,0.164862,3.543222659735272e-10,3.6384449030760932e-09,0.6635658914728683
l(3)80Fg,6.2506924,0.1700007,4.0863674766722985e-10,4.18927090976573e-09,0.5795630725863284
jing,6.250687,0.56071955,4.0865067780059506e-10,4.18927090976573e-09,0.11200375851538642
Yp3,6.250185,3.4785123,4.099664818641159e-10,4.199228107093873e-09,0.03861874559548978
bol,6.24144,0.1352732,4.335614644671055e-10,4.437179420981989e-09,0.6820765797509983
kairos,6.239383,0.28765532,4.3929959766772513e-10,4.492133218097233e-09,0.2252760159736904
vvl,6.2351413,0.44773495,4.513709013089164e-10,4.607839125673687e-09,0.15654216584449143
CG5708,6.2346144,0.38600793,4.528918782875313e-10,4.619497158532819e-09,0.13652807141179235
Nepl16,6.2269783,0.5703399,4.755175714218685e-10,4.846223811087923e-09,0.10547333803147757
rdgA,6.2239885,0.19573827,4.846719589107e-10,4.9353939074039454e-09,0.3998120742306789
RabGGTb,6.203909,0.7372545,5.507761376466705e-10,5.5759222107768e-09,0.08461357763683346
Unc-115a,6.199793,0.44440103,5.653756392284223e-10,5.714231895982786e-09,0.13976979093258163
CG4617,6.185882,0.93983555,6.175623888914636e-10,6.231347647514942e-09,0.07272727272727272
msn,6.1840134,0.31285983,6.249209471199427e-10,6.300381657936296e-09,0.19431524547803616
Ptp36E,6.182157,0.29400718,6.323158050717589e-10,6.369667229768323e-09,0.2043222926943857
CG15456,6.17685,1.2898705,6.53932082740327e-10,6.565715120693448e-09,0.057599248296922714
Map205,6.167798,0.44500104,6.924745263199921e-10,6.94697284058797e-09,0.13831336622034296
CG12567,6.157292,0.77679026,7.399937088002639e-10,7.405405021811508e-09,0.08320413436692506
CG31638,6.1552377,0.55385053,7.4964901162151e-10,7.489730985782448e-09,0.10641296687808316
bin3,6.1547456,0.22000566,7.519809322439505e-10,7.506875989452508e-09,0.26939159032182286
ens,6.1515317,0.205571,7.673811728486173e-10,7.654344611990014e-09,0.31942682640357056
DIP-kappa,6.1416707,0.46002924,8.165807825864695e-10,8.131783626590259e-09,0.14150810429880198
drongo,6.140012,0.24058929,8.251542295591533e-10,8.210452982935933e-09,0.24641766502231618
Mef2,6.1305614,0.20838308,8.756966636331963e-10,8.685001328742905e-09,0.34178999295278367
LRP1,6.1263847,0.4836091,8.989836147734361e-10,8.908708358108465e-09,0.12393704486727743
Ddc,6.1246624,0.2150078,9.087595695462996e-10,8.998270018846341e-09,0.34897815362931645
CG42268,6.1162224,0.18660598,9.581962058654474e-10,9.480075936115209e-09,0.3647639182522903
CG12994,6.1134562,0.82323945,9.749618512056262e-10,9.638126524205497e-09,0.08503641061780597
GCS2alpha,6.11261,0.2695129,9.801464644580625e-10,9.681527759545644e-09,0.21066478740897346
CG14440,6.10721,0.3163676,1.013875699987435e-09,1.0006583730483276e-08,0.16612638007986846
Chc,6.104195,0.24059965,1.0331996390214838e-09,1.0189053721709438e-08,0.25130373502466524
Akt,6.103073,0.671569,1.0404819736226451e-09,1.0244293034318595e-08,0.09321118158327461
CG4080,6.086255,0.2769564,1.1558215340031857e-09,1.1370709183183883e-08,0.21320178529480854
Dyrk3,6.08024,0.16485438,1.2000309806544575e-09,1.1796110986449341e-08,0.5070707070707071
tud,6.079253,0.28141314,1.2074364739506199e-09,1.1859341805788964e-08,0.19826168663377966
l(3)L1231,6.0751185,0.17146936,1.2389632599004814e-09,1.2149415265427972e-08,0.43796100540286587
robo2,6.0741935,0.6489862,1.2461226490765393e-09,1.2209798207069082e-08,0.10237256283767912
CG14645,6.0635104,2.4805772,1.3318206609878912e-09,1.3039005652033257e-08,0.041249706365985433
Sytbeta,6.055627,0.520514,1.398719935919163e-09,1.3672010664730296e-08,0.12186986140474512
nAChRalpha1,6.048846,0.17890677,1.458872428248949e-09,1.4237146539572811e-08,0.42785999530185576
eag,6.044834,0.19650127,1.495636741238133e-09,1.4572594915229099e-08,0.34850833920601365
CG43658,6.034543,0.30411705,1.5941317628707358e-09,1.550747969483751e-08,0.1947380784590087
Dhc64C,6.033232,0.3307391,1.6071224502003743e-09,1.559650919227099e-08,0.19671129903688042
alpha-Cat,6.031584,0.2080278,1.623603679922716e-09,1.5732679178456405e-08,0.28738548273431996
CG10433,6.0288525,1.0011921,1.6512787384474545e-09,1.5986843957852282e-08,0.0693446088794926
lncRNA:CR44417,6.027848,0.7527365,1.6615760745788077e-09,1.6073770454794514e-08,0.07878787878787878
CG33144,6.006078,0.37003672,1.9006532240977637e-09,1.8357418501210492e-08,0.15142118863049095
CG17776,6.0042562,0.4200218,1.9221066822930818e-09,1.854992743505176e-08,0.13356824054498473
Usp2,5.9946103,0.2126212,2.039741230342837e-09,1.9669624886589273e-08,0.2740427531125206
Ubc2,5.9861336,0.5388462,2.1488808040483336e-09,2.068934290722365e-08,0.10533239370448673
RpL30,5.980672,0.17170563,2.222190898000512e-09,2.1344590114837073e-08,0.41136950904392766
CG12084,5.9753885,0.3415618,2.295425427078093e-09,2.2030661835161322e-08,0.1584684049800329
Syn2,5.9566393,0.3304177,2.574776407858293e-09,2.4672916380019444e-08,0.1632605120977214
Pkc98E,5.95535,0.16015881,2.5951617985377326e-09,2.484872518647009e-08,0.5194268264035706
dpr8,5.9538655,0.17021468,2.6188167262061952e-09,2.505553930590841e-08,0.4648343904157858
Tmtc3,5.9506903,0.9685565,2.670136840275599e-09,2.5526508193034725e-08,0.06831101714822645
jar,5.949956,0.49477005,2.6821492785101166e-09,2.5621252002946562e-08,0.11524547803617571
Nak,5.943321,0.47396782,2.7930472162458164e-09,2.6638851736166085e-08,0.12163495419309373
CG34354,5.940038,0.21152608,2.849560104297852e-09,2.7135381336942593e-08,0.28917077754287057
CG5758,5.926788,0.22585563,3.0891721607326447e-09,2.9394160395917417e-08,0.27813013859525487
Cph,5.921939,0.29028475,3.1816816972118966e-09,3.025079423347567e-08,0.24834390415785765
Cf2,5.9154496,0.31600887,3.309699943126766e-09,3.1418950628327216e-08,0.17533474277660324
cnn,5.910059,0.33948484,3.4198519749472773e-09,3.243935853901351e-08,0.18064364575992484
Caf1-55,5.905694,1.0706245,3.511650431834299e-09,3.325835828564745e-08,0.06267324406859291
Uev1A,5.8868113,0.28510046,3.937174446590417e-09,3.723058132621458e-08,0.1766032417195208
beat-IIa,5.875843,0.18871501,4.206961762731491e-09,3.9658667382779696e-08,0.35254874324641766
CG17715,5.8693414,0.19349593,4.375291742879202e-09,4.121362523489536e-08,0.3040169133192389
CG4168,5.8665013,0.47582978,4.4508687600007004e-09,4.1893157772701575e-08,0.11829927178764388
Mitf,5.831539,1.0424688,5.491846772569965e-09,5.145282114593029e-08,0.06267324406859291
Fas2,5.819888,0.23950227,5.888700096075106e-09,5.512854490864782e-08,0.2721634954193094
Cirl,5.811458,0.17709912,6.1931016847685805e-09,5.78893530948192e-08,0.36584449142588676
