names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
cact,0.65183365,0.042782016,0.5145084736173242,1.0,0.1427420380815063
CG10226,0.6512917,0.53760505,0.514858194433697,1.0,0.012637292735677028
dcma,0.6508463,0.040001817,0.5151456884527656,1.0,0.12789958017047623
clu,0.65024906,0.07628228,0.5155313448424637,1.0,0.13811967261778552
form3,0.6488989,0.24587241,0.516403719925989,1.0,0.03388321105975149
ASPP,0.6485387,0.14868817,0.5166365640825077,1.0,0.042873499851575424
hng2,0.64814335,0.27495903,0.5168922411215304,1.0,0.022348500911750988
Atg4b,0.6470469,0.1811138,0.5176015733479675,1.0,0.02574106271998643
Dh44-R2,0.64700526,0.21658558,0.5176285354526985,1.0,0.030236207115898393
Fs,0.64607626,0.5037019,0.5182299791454203,1.0,0.014672829820618294
Ugalt,0.6453055,0.3393523,0.5187292087364976,1.0,0.017598914380221365
Saysd1,0.64526236,0.36234233,0.5187571827540385,1.0,0.017005216063780162
Gcn2,0.64496654,0.41198143,0.5189488502699204,1.0,0.015563377295280099
DJ-1alpha,0.64492226,0.36733365,0.5189775667350619,1.0,0.017344472244603705
Mcad,0.6447768,0.26926348,0.5190718214127982,1.0,0.01963445146516263
ADD1,0.6439421,0.044299673,0.5196129749071277,1.0,0.09541580085662185
DPCoAC,0.64392126,0.38999003,0.5196264829130723,1.0,0.0158602264535007
Ripalpha,0.6437077,0.12603311,0.5197650118286186,1.0,0.05495950129341419
RunxA,0.64161444,0.30209008,0.5211235534915435,1.0,0.02459607310970697
CG9098,0.64026463,0.1372787,0.5220005564469485,1.0,0.0356643060090751
ClC-a,0.64006734,0.3611841,0.5221288238486848,1.0,0.015648191340485985
Fur1,0.6386509,0.025414743,0.5230500671513059,1.0,0.20143335736397947
asRNA:CR42254,0.63582635,0.31700787,0.5248896225858805,1.0,0.01976167253297146
CG32075,0.63579905,0.40384445,0.5249073978990828,1.0,0.015563377295280099
msd5,0.63539004,0.59639686,0.5251740645740605,1.0,0.011365082057588736
S1P,0.6352586,0.26170832,0.5252597583030902,1.0,0.02684364530766295
alpha-Est8,0.6348746,0.5497624,0.5255102126750413,1.0,0.010728976718544591
CG16972,0.63421863,0.18509185,0.5259381517126187,1.0,0.031847673974810226
Gnpat,0.6322519,0.17251511,0.5272222944835081,1.0,0.04796234256392859
CCAP-R,0.6320394,0.249246,0.5273611161602608,1.0,0.01976167253297146
Dsk,0.63169515,0.95441806,0.5275860913940512,1.0,0.0069547517068826595
trio,0.6246826,0.027346164,0.5321793821720325,1.0,0.3407828336372503
Msh6,0.6239964,0.46741077,0.5326299731224181,1.0,0.015733005385691872
nord,0.6225008,0.17071088,0.5336126413845867,1.0,0.03909927483991349
CG5033,0.6202568,0.5279641,0.5350887335013731,1.0,0.011237860989779908
Gbs-70E,0.6196618,0.90057284,0.5354804609168083,1.0,0.007675671091132692
Tak1,0.6170884,0.13327688,0.5371764504661312,1.0,0.05139731139476697
CG15435,0.61670774,0.814967,0.5374275211704478,1.0,0.007760485136338578
fray,0.6165237,0.087128915,0.5375489556109415,1.0,0.06165981086467919
Ibf2,0.6150735,0.09710479,0.5385061708860431,1.0,0.036724481574148676
ple,0.61422324,0.22280583,0.5390677978294826,1.0,0.02646198210423646
CG17549,0.6141926,1.1505061,0.5390880669147673,1.0,0.006361053390441457
Cap-G,0.6127012,0.19007209,0.5400739551891487,1.0,0.02239090793435393
hook,0.61270005,0.033680554,0.540074706590499,1.0,0.24956532801831982
Tao,0.6123114,0.044188738,0.5403317165285373,1.0,0.1970230270132734
betaTub97EF,0.61139035,0.7147824,0.5409411695205593,1.0,0.008226962384970952
CG34232,0.6107189,0.48910615,0.5413856951798975,1.0,0.010941011831559306
Vinc,0.60975164,0.83711153,0.5420263532273906,1.0,0.008014927271956235
zfh1,0.60939753,0.15760027,0.5422609878063118,1.0,0.03905686781731055
dpr12,0.60928994,0.015774636,0.5423322665185684,1.0,0.4247911454136805
mu2,0.6067271,0.5695933,0.5440320380913135,1.0,0.011110639921971078
DCAF12,0.60576856,0.2316304,0.5446684683875578,1.0,0.020949069165853866
CG17343,0.6055485,0.12351269,0.5448146153941387,1.0,0.037615029048810485
CG8326,0.6045831,0.36573985,0.5454560308846879,1.0,0.014418387685000636
CG11164,0.6038855,1.4683841,0.545919774120549,1.0,0.0055129129383825965
ITP,0.6025501,0.3669538,0.5468080273156835,1.0,0.017005216063780162
CG10413,0.60102266,0.1754304,0.5478248781099657,1.0,0.03299266358508969
CG4282,0.60092765,0.4360625,0.5478881942796568,1.0,0.01433357363979475
Ent2,0.6008651,0.35905254,0.547929818433327,1.0,0.01670836690555956
slim,0.5969339,0.083796486,0.5505514936553257,1.0,0.09248971629701878
Lac,0.59683055,0.26186118,0.5506205284719072,1.0,0.025104957380942285
CG9302,0.5962924,0.63948345,0.5509799323300414,1.0,0.010898604808956363
prage,0.59582466,0.31121466,0.5512923861703246,1.0,0.019973707645986175
e(y)2,0.59499675,0.100581996,0.5518456555905038,1.0,0.0381239133200458
gt,0.5947229,0.28206345,0.5520287045191669,1.0,0.015902633476103642
crok,0.59438473,0.26376823,0.5522548351471848,1.0,0.021457953437089183
RNaseZ,0.59356517,0.7992385,0.5528030042867673,1.0,0.007336414910309147
CG42553,0.5934951,0.43517566,0.5528498795548038,1.0,0.012425257622662313
Vha68-2,0.5925187,0.4184085,0.5535032955255276,1.0,0.01306136296170646
sl,0.5912314,0.34309632,0.5543653787647878,1.0,0.018616682922691998
lncRNA:CR32111,0.5879281,1.0463208,0.5565805273598081,1.0,0.0069547517068826595
Epp,0.58777285,0.3453514,0.5566847621991018,1.0,0.01624188965692719
Culd,0.58663213,0.7669679,0.557450798484024,1.0,0.008184555362368008
SP1173,0.585719,0.63909084,0.558064353124839,1.0,0.01098341885416225
rig,0.5855846,0.31960824,0.5581547217507594,1.0,0.020652220007633264
CG8180,0.5848824,0.8288627,0.5586267906681955,1.0,0.008269369407573893
dsx,0.58394545,0.69081634,0.5592570271305014,1.0,0.008566218565794495
Pal1,0.58376783,0.06393283,0.5593765409325241,1.0,0.0643314532886646
Nup37,0.5821548,1.002992,0.5604624155367479,1.0,0.00653068148085323
SmD1,0.5818102,0.10021407,0.5606945614623442,1.0,0.03922649590772232
asRNA:CR45139,0.5754225,0.71223587,0.5650055772882665,1.0,0.009499173063059243
CG2278,0.5748942,0.098163575,0.5653628571814406,1.0,0.05466265213519359
CG31663,0.5745753,0.27581713,0.565578558219519,1.0,0.017217251176794877
HipHop,0.5740875,0.46429017,0.5659085906719188,1.0,0.013443026165132946
eas,0.57405835,0.052119784,0.5659283238016036,1.0,0.1410881641999915
betaGlu,0.57347697,0.7531025,0.566321773942897,1.0,0.007718078113735634
eIF3a,0.5732649,0.04160347,0.5664653454231504,1.0,0.1419787116746533
CrzR,0.5723571,0.3932046,0.56708007985891,1.0,0.013443026165132946
Ranbp21,0.5718882,0.3082515,0.5673977023840774,1.0,0.01768372842542725
CG44002,0.5718428,0.82213545,0.5674284942338661,1.0,0.007166786819897375
cpb,0.5715254,0.088996485,0.5676435462896826,1.0,0.052966371231075865
Mat1,0.57132846,0.14875652,0.5677770110948116,1.0,0.05258470802764938
lncRNA:CR43856,0.5705214,1.0785025,0.5683241169742077,1.0,0.006021797209617913
ValRS,0.5696878,0.1759221,0.568889458943769,1.0,0.037657436071413426
wda,0.56945074,0.39792365,0.5690503004045098,1.0,0.015733005385691872
wrapper,0.5689678,0.7437867,0.5693779599882867,1.0,0.007251600865103261
Coq2,0.56889856,0.25007588,0.5694249961654958,1.0,0.021076290233662694
CG2218,0.56879705,0.0939604,0.5694938830942083,1.0,0.055298757474237736
puf,0.56873685,0.0711479,0.5695347544577929,1.0,0.12306517959374072
lncRNA:CR43493,0.56864065,0.9580378,0.5696000487226209,1.0,0.006997158729485603
gfzf,0.56843233,0.3207385,0.5697414461819418,1.0,0.01878631101310377
